date,headline,category,sentiment
2024-07-03,"Electronic tax stamp on cement, sugar in offing",General,Neutral
2024-07-02,DSE turnover rises  42pc pushed by TCC,General,Positive
2024-07-02,EACOP allays fears over jetty project,General,Neutral
2024-06-29,Experts push for General Tyre revival,General,Neutral
2024-06-27,State promises to protect local sugar industries,General,Neutral
2024-06-26,DSE owners approve 145/- dividend per share,General,Positive
2024-06-25,Tanzania to address challenges faced by seafarers,General,Neutral
2024-06-24,Blue Economy Boost: DMI and TASAC partner to Ilimprove safety culture in Tanzanian waters,General,Neutral
2024-06-21,CTI asks govt to remove overlapping levies,General,Neutral
2024-06-20,"EU, FSDT sign deal to enhance economic inclusion",General,Neutral
2024-06-19,Tanzania attracts 7.4tri/- annually from US ties- Report,General,Neutral
2024-06-18,Tantrade envisages to reach DITF target,General,Neutral
2024-06-17,PwC welcomes broader powers to Tax Ombudsman,General,Neutral
2024-06-15,Zanzibar 5.1tri/- budget thrills residents,General,Positive
2024-06-14,Govt lists ten priorities for  socio-economic prosperity,General,Neutral
2024-06-13,Tanzania’s economy grows by 5.4 percent,General,Positive
2024-06-13,"Govt lauds IFAD for agri, fisheries projects",General,Neutral
2024-06-12,DIVIDEND DAY 2024: TCB’s recognised for pioneering rapid transformation,General,Positive
2024-06-12,EACOP compensation payment reaches over 99pc,General,Neutral
2024-06-12,"Dar fair registers 23 countries, historic high",General,Positive
2024-06-12,Puma expresses  satisfaction over  investment climate,General,Positive
2024-06-11,President receives dividends from public institutions,General,Neutral
2024-06-05,TSA: Friendly environmemt is key for startup growth,General,Neutral
2024-06-04,Finance the fastest growing sector in the country,General,Positive
2024-06-04,"June, the best month to invest in long-tenure bonds",General,Neutral
2024-06-04,EPZA: Innovation is key to boosting productivity,General,Neutral
2024-06-04,TZ AVIATION SECTOR GROWTH: Samia sees brighter prospects,General,Positive
2024-05-31,Why private sector credit grows at decreasing rate,General,Negative
2024-05-30,Gvt dishes out 80bn/- to water project contractors,General,Neutral
2024-05-28,Capital markets investment value up by 23pc,General,Positive
2024-05-28,"FCC, TMA seal 1.56bn/- deal to spur efficacy",General,Positive
2024-05-27,"Extend financial services to rural areas, says Kitila",General,Neutral
2024-05-27,‘Conducive environment set for private sector growth’,General,Positive
2024-05-24,UG-TZ BUSINESS FORUM: PM points path to growth,General,Neutral
2024-05-23,The Township economy’s growth presents opportunities for investors near and far,General,Positive
2024-05-23,TARI surpasses research target,General,Positive
2024-05-22,Cement consumption rises 20pc in 2023,General,Positive
2024-05-22,Repossession of idle industries in top gear,General,Neutral
2024-05-21,Exim Smart Shule unveiled to streamline education finance,General,Neutral
2024-05-17,Swissport Tanzania announces 51/- dividend,General,Positive
2024-05-17,‘Effective tax policy key to end poverty’,General,Neutral
2024-05-16,Tanga bond opens doors for subnational instruments,General,Neutral
2024-05-16,How financial sector grapples with internet disruptions,General,Neutral
2024-05-10,President Samia pushes for industrial linkage,General,Neutral
2024-05-09,Intellectual property registered by locals surges – BRELA,General,Neutral
2024-05-09,TIC wins investment promotion agency award in Africa,General,Positive
2024-05-08,Tanzania enjoys airline passengers upsurge,General,Positive
2024-05-07,"ATCL, SGR top budget priorities in Tanzania",General,Neutral
2024-05-06,Dar set to become mining hub,General,Neutral
2024-05-04,Three-wheeler financing for cleaner vehicles unveiled in Tanzania,General,Neutral
2024-05-02,NFRA food reserves climb to ten-year high,General,Positive
2024-05-01,Stock trading via mobile app balloons eight times,General,Positive
2024-04-29,Corporate survival hinges on technology,General,Neutral
2024-04-25,"Exim to empower 600,000 in four years",General,Neutral
2024-04-19,RC urges Inchcape Automative Tanzania to champion tax compliance,General,Neutral
2024-04-17,Compensation for Bagamoyo Port project completed,General,Neutral
2024-04-10,Councils urged to allocate land for BBT project,General,Neutral
2024-04-09,Local counters shine at DSE in Q1,General,Positive
2024-04-05,ZRA make admirable revenue collection in nine months,General,Positive
2024-04-03,Rukwa records success in road construction,General,Positive
2024-04-03,Private sector owns 70pc of financial sector,General,Neutral
2024-03-28,New heights in ICT businesses,General,Positive
2024-03-27,Capital markets transcend in Samia’s 3 years of leadership,General,Positive
2024-03-25,Z’bar: 100 shops closed for sugar hoarding,General,Negative
2024-03-23,Tanzania gets 128bn/- to enhance revenue management,General,Positive
2024-03-16,"Tanzania self-sufficient in steel, says Prof Mkumbo",General,Positive
2024-03-15,Dar to host 3rd blue economy conference,General,Neutral
2024-03-15,"SUA to develop cheap, quality animal fattening feeds",General,Neutral
2024-03-15,Coast assures investors of friendly investment environment,General,Neutral
2024-03-13,"Companies, business laws under review for more productivity",General,Neutral
2024-03-12,Most development projects at advanced stages – Govt,General,Neutral
2024-03-06,DSE posts high monthly turnover after four years,General,Neutral
2024-03-02,"Tax compliance, education can work wonders",General,Neutral
2024-03-01,20 online ride-hailing companies apply for LATRA licences,General,Neutral
2024-02-28,DSE out to foster investment literacy,General,Neutral
2024-02-28,Private schools entitled to pay tax- house of reps told,General,Neutral
2024-02-28,Zanzibar reaps big from Tanzania’s economic diplomacy,General,Neutral
2024-02-27,TPSF: Why Tanzania should attract more investments,General,Neutral
2024-02-27,Minister: Most people don’t understand the reasons for paying Taxes,General,Neutral
2024-02-27,High hopes as JNHPP begins production,General,Positive
2024-02-24,EPZA evaluates industries to improve database,General,Neutral
2024-02-23,Clothes made from Tanzania’s cotton shine at London exhibition,General,Positive
2024-02-23,"Digitise issuance of honey export permits, govt challenged",General,Neutral
2024-02-23,"Govt, private sector to team up in Bagamoyo SEZs",General,Neutral
2024-02-23,Exim commits to boost tourism efforts in Zanzibar,General,Neutral
2024-02-22,Why economy is on right track,General,Neutral
2024-02-21,SMEs urged to register businesses for brighter future,General,Neutral
2024-02-20,Country’s tourism sector on new records,General,Positive
2024-02-19,TBS advises grain importers to abide by standards,General,Neutral
2024-02-19,StandChart hosts finance climate forum in Dar,General,Neutral
2024-02-19,TIC registers over 1tri/- projects in January,General,Neutral
2024-02-15,TCCIA vows to unlock economic opportunities,General,Neutral
2024-02-15,"JICA, DIEN set to enhance innovation",General,Neutral
2024-02-14,"Shares, bond sales increase significantly",General,Positive
2024-02-14,"UNIDO, TIB to enhance bioenergy sector",General,Neutral
2024-02-13,SMEs told to produce high  quality goods to access loans,General,Neutral
2024-02-12,Financial inclusion key to development: Governor,General,Neutral
2024-02-09,"Tourism earnings jump to 8.25tri/-, Bunge told",General,Positive
2024-02-09,"TIC targets 1,000 projects in 2024",General,Neutral
2024-02-08,Analysts: New tax stamp fees to boost collections,General,Positive
2024-02-07,PM thumbs up pace for construction of govt city,General,Positive
2024-02-06,Kalambo Council budget up by 6.5pc,General,Neutral
2024-02-03,Fishery modernisation key to economic growth,General,Neutral
2024-02-03,NEEC: Financial discipline important in making borrowers benefit from soft loans,General,Neutral
2024-02-03,New push to unlock new economic opportunities,General,Neutral
2024-02-02,Govt commits to boosting insurance contribution to economy,General,Neutral
2024-02-01,How 2tri/- development funds uplifted Mbeya,General,Neutral
2024-01-30,EAC states: Borrow a  leaf from Kenya carbon  trading deals,General,Neutral
2024-01-29,Block-trading drought affects DSE turnover,General,Negative
2024-01-27,DSE stock value up by 68pc,General,Positive
2024-01-25,JK to start producing white cement locally,General,Neutral
2024-01-23,Mo Dewji’s net wealth jumps to $1.8 billion,General,Neutral
2024-01-19,Livestock infrastructure management body in offing,General,Neutral
2024-01-19,Multi-million-dollar flower industry to be revived,General,Neutral
2024-01-19,"TBS, ZBS cooperation bolsters product safety",General,Neutral
2024-01-18,Mining Commission urges mining firms buy local equipment,General,Neutral
2024-01-17,Azania profit rises by 7.7 per cent,General,Positive
2024-01-17,Pundits optimistic on Tanzania’s economic growth,General,Positive
2024-01-17,Tanzania set aside 48bn/- for  diploma students’ loans,General,Neutral
2024-01-15,Investors await first half of the year rally,General,Neutral
2024-01-12,Industrial Park project set to revitalize economy,General,Neutral
2024-01-12,Dar targets  38 trillion/- investments by next year,General,Neutral
2024-01-12,Mwinyi stresses use of formal trading areas,General,Neutral
2024-01-11,Mwinyi: Ro-Ro project will stimulate economy growth,General,Positive
2024-01-11,DSE records a bad month in December,General,Negative
2024-01-08,DSE begins 2024 on right foot,General,Neutral
2024-01-08,Residents lose 3.9bn/- in poultry farm scheme,General,Negative
2024-01-05,Entrepreneurs reap big in empty plastic bottle collection,General,Positive
2024-01-04,Firms’ earnings to drive up DSE in 2024,General,Neutral
2024-01-02,Dr Mwinyi hails NMB for supporting Z’bar economy,General,Positive
2023-12-29,Tanzania to revoke all dormant mining licenses – minister,General,Neutral
2023-12-25,DSE rallies despite Christmas celebrations,General,Positive
2023-12-22,Capital market investment up by 8pc,General,Positive
2023-12-21,Tanzania challenged to capitalise on credit opportunities,General,Neutral
2023-12-20,Merging entities key in tackling bureaucracy,General,Neutral
2023-12-19,"‘Low supply, high interests hinder housing sector growth’",General,Negative
2023-12-13,SBL joins elite UN affiliated corporates on sustainability,General,Neutral
2023-12-12,New body formed to address tax complaints,General,Neutral
2023-12-12,"BPS saves over 1tri/- in  premiums, demurrage charges",General,Positive
2023-12-11,TPA board chair tasks Bandari College on blue economy,General,Neutral
2023-12-10,"Experts stress value addition, monitoring in NDV 2050",General,Neutral
2023-12-10,Vision 2025 realisation hits 66pc,General,Positive
2023-12-09,Tanzania@62: Massive investment in health sector pays off,General,Positive
2023-12-06,Simba cement standout performer stock on DSE,General,Positive
2023-12-05,EAC rising carbon emission still low in global terms,General,Neutral
2023-12-05,"TRA, ZRA in final stages of integrating their tax systems",General,Neutral
2023-12-02,"Tanzania’s parks authority, CT sign mega carbon project deal",General,Neutral
2023-12-02,EACOP hands over 339 houses to  compensate affected people,General,Neutral
2023-11-30,TRA recognizes Huawei Tanzania as Most Compliant Taxpayer,General,Neutral
2023-11-29,CEOs considering AI to boost businesses,General,Neutral
2023-11-29,DSE heads to Santa Claus rally,General,Positive
2023-11-28,"Tanga, Twiga deal pushes turnover to the roof",General,Positive
2023-11-28,PM challenges TADB to be innovative in financial services,General,Neutral
2023-11-26,Govt pushes for research on e-business taxation,General,Neutral
2023-11-24,Z’bar reassures safety to foreign investors,General,Positive
2023-11-24,GFG programme enhances revenue collection,General,Positive
2023-11-23,Three councils in Rukwa fail to meet revenue goals,General,Negative
2023-11-23,TIC nets projects worth over 5tri/- in quarter one,General,Positive
2023-11-23,"Kikwete: Friendly environment for business, investment crucial",General,Positive
2023-11-23,Programme to empower women entrepreneurs initiated,General,Positive
2023-11-22,National Bureau of Statistics stresses trade data,General,Neutral
2023-11-22,Government vows to protect local contractors’ economies,General,Positive
2023-11-21,"TBS issues 145 certificates, licenses to manufacturers",General,Neutral
2023-11-21,"CBE, RSM set to equip students on accounting, finance",General,Neutral
2023-11-20,Swiss cement giant sells Tanzania business,General,Negative
2023-11-16,WB commends Tanzania for sustainable water projects,General,Neutral
2023-11-16,Tanzania excels in Absa  financial market index,General,Positive
2023-11-15,Tanzania cherishes WB’s capacity-building support,General,Neutral
2023-11-15,DSE launches scholar investment challenge,General,Neutral
2023-11-14,Weekly equity market activities strong,General,Neutral
2023-11-11,AfDB pushes for SAPZs scaling up,General,Neutral
2023-11-10,US: Tanzania’s strong private sector fundamental,General,Positive
2023-11-08,"Government, shareholders ink deal to reform Mbeya cement",General,Neutral
2023-11-07,Equity turnover on DSE declines 40 per cent,General,Negative
2023-11-07,Tanga Cement emerges weekly top performer on DSE,General,Positive
2023-11-07,EAC FDI increase despite global uncertainties,General,Positive
2023-11-07,Five-year research to up economic inclusiveness,General,Neutral
2023-11-04,Why Zanzibar economy grows at 7.1pc,General,Neutral
2023-11-02,DC: Put more efforts to formalise businesses,General,Neutral
2023-11-01,TRA appeals for proper business records,General,Neutral
2023-10-30,Twiga Minerals contribution to economy wins PM recognition,General,Neutral
2023-10-29,Corporate bonds value at DSE increases by 112pc,General,Positive
2023-10-28,Biteko hypes fisheries sector in poverty eradication,General,Neutral
2023-10-28,"Tanzania, Türkiye enjoy vibrant business atmosphere",General,Neutral
2023-10-25,Mwanga Hakika buys TMRC stake,General,Neutral
2023-10-24,DSE equity turnover up 50 pc,General,Positive
2023-10-20,LATRA contributes 14bn/- to govt coffers,General,Neutral
2023-10-20,How AFL valuable to Tanzania economy,General,Neutral
2023-10-20,TPHPA collects 95 pc revenue in Q1,General,Neutral
2023-10-17,GBT celebrates 20 years with tax contribution boost,General,Neutral
2023-10-17,The correlation between safety and returns,General,Neutral
2023-10-17,TIB throws 980bn/- behind achieving SDGs,General,Neutral
2023-10-16,Poultry fair brings 2000 stakeholders,General,Neutral
2023-10-06,TASAC contribution to govt rises by five folds,General,Positive
2023-10-06,"GS1, USAID plan to register 2500 SME barcode",General,Neutral
2023-10-03,DSE registers substantial surge in market activities,General,Neutral
2023-10-02,Twiga partnership creates sustainable value for stakeholders,General,Neutral
2023-09-30,TZ lays emphasis on economic diplomacy,General,Neutral
2023-09-29,TRA enhances efficiency through ICT technology,General,Neutral
2023-09-28,Zanzibar deploys electronic system to reduce cost of doing business,General,Neutral
2023-09-26,Mwinyi irked with skyrocketing prices of essential commodities,General,Negative
2023-09-22,Why Tanzania is best destination for investors,General,Positive
2023-09-21,Increasing public spending lower poverty levels,General,Neutral
2023-09-19,Why insurance premiums hit 1.2tri/-,General,Neutral
2023-09-16,State eyes cashew industrial park,General,Neutral
2023-09-15,Tanzanians urged to acquire art of gemstone value addition,General,Neutral
2023-09-14,TRA campaigns for correct receipts issuance,General,Neutral
2023-09-14,Govt bids to make Tanzania a top investment destination,General,Neutral
2023-09-14,"Modern call centre to transform livestock, fishery sector",General,Neutral
2023-09-14,‘Zanzibaris are duty-bound to demand receipts’,General,Neutral
2023-09-13,Africa’s Standard Bank stays bullish on Tanzania,General,Positive
2023-09-13,TIC to launch one stop electronic system centre,General,Neutral
2023-09-12,Private sector credit remains stable,General,Neutral
2023-09-12,MSMEs urged to capitalise on IMBEJU programme,General,Neutral
2023-09-11,"Exim, eGaz to accelerate Zanzibar’s digital change",General,Neutral
2023-09-11,TBS advises MSMEs on global standards,General,Neutral
2023-09-08,Local company enters joint venture to manufacture switchboards,General,Neutral
2023-09-08,Local company enters joint venture to manufacture switchboards,General,Neutral
2023-09-02,PSSSF eyes 10tri/- pension fund value,General,Neutral
2023-09-02,How Tanzania will benefit from food systems forum,General,Neutral
2023-09-01,Dar is ready for Africa’s Food Systems Forum 2023,General,Neutral
2023-08-31,USAID gives Dar 60bn/- for ‘Heshimu Bahari’,General,Neutral
2023-08-31,Households’ risks decline on high disposable income,General,Neutral
2023-08-29,"DCC to establish business, taxpayers’ database",General,Neutral
2023-08-29,How Stamico made incredible revenue rise,General,Positive
2023-08-28,Govt recapitalises TEMESA,General,Neutral
2023-08-23,Nyang’hwale surpasses 2022/23 revenue collection targets,General,Positive
2023-08-20,DSE exhibits favourable performance at all fronts,General,Positive
2023-08-16,"DSE traded value, domestic market cap up",General,Positive
2023-08-15,Postal services transformation pays off,General,Positive
2023-08-11,Diminished appetite for stocks hits DSE,General,Negative
2023-08-07,East Africa’s economy is set to outperform other African regions in 2023 and 2024,General,Positive
2023-08-07,PM calls lenders to design appropriate farmers products,General,Neutral
2023-08-07,NMB commits to uplift farmers welfare,General,Neutral
2023-08-07,TARI to construct infrastructures in 17 research centres,General,Neutral
2023-08-05,Why Russia relations vital for Tanzania economic growth,General,Neutral
2023-08-01,UTT AMIS makes historic growth in two years,General,Positive
2023-07-31,Citi profit rises four times in Q2,General,Positive
2023-07-29,"Putin promises grains, debt write-off as Russia seeks Africa allies",General,Neutral
2023-07-28,"Russia, Africa trade soars",General,Neutral
2023-07-28,Non-performing parastatals put on notice,General,Neutral
2023-07-28,DCC in grand plan to erect new markets,General,Neutral
2023-07-28,Mwanza fair to attract 850 traders,General,Neutral
2023-07-27,South Africa borrows bee-farming leaf from Tanzania,General,Neutral
2023-07-25,Why private sector is key in unlocking Africa’s human capital potential,General,Neutral
2023-07-24,TADB equips women in financial management,General,Neutral
2023-07-24,Kenya borrows a leaf from STAMICO success,General,Neutral
2023-07-21,Phoenix launch set to boost light commercial vehicle market,General,Neutral
2023-07-20,Africa’s infrastructure key in unlocking real estate market –Dr Manzungu,General,Neutral
2023-07-18,TIC aims to register projects worth 36.5tri/- in three years,General,Neutral
2023-07-18,DSE registers strong local investors’ participation,General,Neutral
2023-07-15,Tanzania eyes over 2tri/- from carbon trading annually,General,Positive
2023-07-12,Analysts say financial results will drive DSE activities,General,Neutral
2023-07-12,Construction sector leads in commercial disputes,General,Neutral
2023-07-12,Azania profit slows down in Q2,General,Negative
2023-07-11,Is it worth putting investments in DSE?,General,Neutral
2023-07-07,NSSF value up to 6.87tri/-,General,Positive
2023-07-06,Lifezone metals Tembo Nickel’s Mother Company takes Tanzania to the world,General,Neutral
2023-07-05,How effective e-system net 24tri/- tax collection,General,Neutral
2023-07-05,Firm turns coconut husks into ropes,General,Neutral
2023-07-04,How Isles tax reforms boost revenue collection,General,Neutral
2023-07-01,‘Economic reforms need public involvement’,General,Neutral
2023-07-01,Why BRT is recipe for economic growth,General,Positive
2023-06-30,Seek building materials that meet standards: TBS,General,Neutral
2023-06-29,"Embrace digital payment systems, financial institutions urged",General,Neutral
2023-06-28,"Govt initiates talks with Mchuchuma, investors to avert loss",General,Neutral
2023-06-24,Robust plan in place to empower fishermen in Lake Victoria,General,Neutral
2023-06-23,MultiChoice Tanzania raises DStv subscription rates,General,Negative
2023-06-23,Govt asks GS1 to market county barcode abroad,General,Neutral
2023-06-22,TBS commits to offer public awareness on standards,General,Neutral
2023-06-20,TBL stocks surge on DSE weekly reports,General,Positive
2023-06-20,‘Let’s focus on sectors  with competitive advantage’,General,Neutral
2023-06-19,VAT exemption on air charters thrills operators,General,Neutral
2023-06-19,BRELA challenges SMEs on market opportunities,General,Neutral
2023-06-15,Industrial sector propels Zanzibar’s real income to 3.5tri/-,General,Positive
2023-06-15,Dar economy sees strong growth,General,Positive
2023-06-14,DSE records substantial market turnover in May,General,Positive
2023-06-08,EPZA develops system to serve better investors,General,Positive
2023-06-07,TBS told to conduct product verification timely,General,Neutral
2023-06-06,DSE trading activities slow down,General,Negative
2023-06-05,IDRC grants 1.5bn/- for forced displacement research,General,Neutral
2023-06-02,CARGO PLANE:  New lease for economic growth,General,Positive
2023-06-02,Cook Fund opens 2nd round of clean cooking solutions,General,Neutral
2023-06-01,New milestone recorded in Tanzania adtech industry,General,Positive
2023-05-31,UDBS FINANCIAL INSIGHTS: Exploring investment avenues in the Tanzanian economy – Part 5: Certificate of deposit,General,Neutral
2023-05-29,DSE experiences three weeks of bull run,General,Positive
2023-05-26,400 women SMEs confirm to participate at Sabasaba fair,General,Neutral
2023-05-25,Ministry unveils new procedure to protect farmers,General,Neutral
2023-05-24,DSE returns to bull ran,General,Positive
2023-05-24,"Govt introduces Diaspora Digital Hub, NMB pledges support",General,Neutral
2023-05-24,Stakeholders ask IFAD to enhance implementation of AFDP project,General,Neutral
2023-05-23,TanTrade sees successful Sabasaba fair,General,Neutral
2023-05-23,Mwinyi: Sustainable blue economy requires collective efforts,General,Neutral
2023-05-22,"Economists, traders hail efforts to make K’koo lively",General,Neutral
2023-05-20,Mpango roots for startups elevation,General,Neutral
2023-05-19,"Petty traders, food vendors get lion’s share in budget",General,Neutral
2023-05-11,Report: Telecom subscribers hit 61.9 million,General,Neutral
2023-05-11,‘New Isles revenue collection systems impermeable’,General,Positive
2023-05-10,‘We’re not frustrating investors’,General,Neutral
2023-05-09,TAFICO sails out of capital turbulence,General,Neutral
2023-05-09,DSE’s stocks bull-run ends,General,Negative
2023-05-08,"State procures extra 18,000 tonnes of food",General,Neutral
2023-05-04,TASAC throws its weight rescue plan,General,Neutral
2023-04-29,Tanzania unveils plans to promote IP for economic growth,General,Neutral
2023-04-20,TBS waves SMEs verification fees for three years,General,Neutral
2023-04-16,Impressive economic growth,General,Positive
2023-04-15,Record high as LGAs collect 97 pc revenues,General,Positive
2023-04-13,Tanzanians challenged to capitalise on Chinese market,General,Neutral
2023-04-05,TPA deserves praise for seeing essence of modernizing port,General,Positive
2023-04-05,Why TRA fetched 5.9tri/- in third quarter,General,Neutral
2023-04-04,How Vision 2025 pushed economy to middle income status,General,Positive
2023-04-02,TPA urges use of cost-effective waterways,General,Neutral
2023-04-01,Kagera women entrepreneurs push for TBS regional lab,General,Neutral
2023-03-31,TCRA out to curb imported e-waste,General,Neutral
2023-03-29,"What Harris visit means for investment, business",General,Neutral
2023-03-28,Why Rufiji River Basin is critical for development,General,Neutral
2023-03-27,"TASAC equips seafarers, maritime professionals",General,Neutral
2023-03-27,Airtel hailed for 2Africa submarine cable project,General,Neutral
2023-03-24,TZ tourism earns extra international mileage,General,Neutral
2023-03-24,Trading Motor Company launches latest semi-hybrid vehicle in Dar,General,Neutral
2023-03-23,CEOs optimistic on GDP growth,General,Positive
2023-03-22,"Basics on Tax Evasion, Tax Avoidance and Tax Planning",General,Neutral
2023-03-21,Vodacom programme winners to empower small farmers,General,Neutral
2023-03-20,Friendly tax collection system pushes revenues up,General,Positive
2023-03-18,Why invest in Tanzania,General,Neutral
2023-03-14,Why electronic investment window crucial for economy,General,Neutral
2023-03-14,Investors await dividends announcement to make bold move,General,Neutral
2023-03-10,"Why TPA, MSCL collaboration worthwhile",General,Neutral
2023-03-07,Tanzanians urged to capitalise on global economic challenges,General,Neutral
2023-03-07,"WHY INVEST IN PEOPLE: Tanzania stresses on equitable, people-centered development",General,Neutral
2023-03-06,Exim launches programme to unlock potentials of women,General,Neutral
2023-03-04,How Mv Mwanza will reshape Lake Zone Economy,General,Neutral
2023-03-01,Right policies key in bridging digital financial gap,General,Neutral
2023-02-28,DSE outshines its peers in EAC,General,Positive
2023-02-28,Right policies vital for impactful real estate industry,General,Neutral
2023-02-25,"Women, blue economy get massive boost",General,Neutral
2023-02-24,Govt challenges builders to invest in low-cost house tech,General,Neutral
2023-02-23,Kagera Councils collect over 17bn/- revenue,General,Neutral
2023-02-23,Pesapal tips hotel industry to adopt new tech,General,Neutral
2023-02-22,DSE stocks clutch bullish mode,General,Positive
2023-02-21,"Africa promises broader, deeper economic integration",General,Neutral
2023-02-21,Govt plans to build cargo ship,General,Neutral
2023-02-21,‘Hold regular meetings with private sector stakeholders’,General,Neutral
2023-02-17,MV Magogoni to undergo  7.5bn/- massive upgrade,General,Neutral
2023-02-17,‘Dar ready for AfCFTA market’,General,Neutral
2023-02-15,"Align plans with govt, development partners urged",General,Neutral
2023-02-15,TCDC meeting to discuss cooperative development,General,Neutral
2023-02-14,Stimulus policies drive up private sector credit-WB,General,Positive
2023-02-11,Revenue collections hit 96pc,General,Positive
2023-02-08,Samia’s land rent exemption boosts revenue,General,Positive
2023-02-06,TBS calls for food vendors to get standards,General,Neutral
2023-02-01,EABC urges members to fast-track review of SMEs charter,General,Neutral
2023-01-31,DSE yo-yos as investors wait for 2022 financials,General,Neutral
2023-01-28,Joy as Darajani market reopens for business,General,Neutral
2023-01-27,Kilaini urges youth to exploit agriculture opportunities,General,Neutral
2023-01-27,EFTA joins forces with key players in supporting Tanzanian farmers,General,Neutral
2023-01-26,TIC registers 20 projects worth 300bn/- in Lake Zone,General,Neutral
2023-01-25,Kagera residents urged to invest in aquaculture,General,Neutral
2023-01-24,Chalamila pushes youth to engage in dairy farming,General,Neutral
2023-01-24,What 260bn/- fishing port means to Southern Circuit,General,Neutral
2023-01-23,SIDO equips business people with skills to boost efficiency,General,Neutral
2023-01-22,TZ reaps big from WEF,General,Neutral
2023-01-20,‘Tz on right track to foster development’,General,Positive
2023-01-19,WORLD ECONOMIC FORUM: Samia stresses agri-10/30 agenda,General,Neutral
2023-01-18,WORLD ECONOMIC FORUM:  Leaders address cost of living,General,Neutral
2023-01-18,Business community urged to capitalise on opportunities outside Tanzania,General,Neutral
2023-01-17,PM warns against smuggling subsidised fertilisers,General,Negative
2023-01-16,Investors hail Tanzania friendly atmosphere,General,Positive
2023-01-16,IFM tips entrepreneurs to cultivate investment mindset,General,Neutral
2023-01-15,Capital market investment value increases by 8pc,General,Positive
2023-01-14,Digital fertiliser subsidy receives mammoth support,General,Positive
2023-01-10,Regional Council foresees EAC’s economic growth,General,Neutral
2023-01-10,"DSE activities fall, indices rise",General,Neutral
2023-01-08,State in process to resume gemstone auctions,General,Neutral
2023-01-06,"‘Ban of timber exports, a boon to economy’",General,Positive
2023-01-03,Stakeholders urge collaborative focus to end inflation in 2023,General,Neutral
2023-01-03,DSE investors remain active in festive season,General,Neutral
2023-01-02,Project to enable TZ  export honey to China,General,Neutral
2022-12-31,Tanzania poised for productivity boom,General,Positive
2022-12-28,NMB is 2022 DSE top performer,General,Positive
2022-12-27,Market digests Treasury bond yields direction,General,Neutral
2022-12-26,DSE out of Santa Claus rally,General,Negative
2022-12-23,"Widen scope of empowering entrepreneurs, govt directs OSHA",General,Neutral
2022-12-22,DTBi commits support to innovation sector,General,Neutral
2022-12-21,Why after over-subscription Twiga bond trades on the DSE,General,Neutral
2022-12-20,DSE weekly turnover increases by 20 per cent,General,Neutral
2022-12-20,Investing in youth  key to development,General,Neutral
2022-12-17,Govt streamlines carbon trade,General,Neutral
2022-12-16,"ZNZ e-payment system for improvement, says Minister",General,Neutral
2022-12-14,Sharp meat rise to tighten consumers’ belt in festive season,General,Negative
2022-12-13,Reflections on annual  pulses market outlook,General,Neutral
2022-12-13,DSE weekly turnover registers slight improvement,General,Neutral
2022-12-12,DSE activities fall as festive season draws near,General,Neutral
2022-12-12,Manufacturers counselled on good business environment,General,Neutral
2022-12-12,Entrepreneurs told to embrace goods certification,General,Neutral
2022-12-11,"Embrace quality to compete with imported products, industrialists told",General,Neutral
2022-12-09,TPSF throws weight behind business promotion,General,Neutral
2022-12-08,TPSF launches zonal forums to promote business,General,Neutral
2022-12-07,PS counsels entrepreneurs on ICT use,General,Neutral
2022-12-06,"Inflation, the always unwelcome news",General,Negative
2022-12-05,PPP spearheads economic recovery,General,Neutral
2022-12-02,Quality to push Dar honey market globally,General,Positive
2022-12-01,FSDT forms alliance to boost small businesses,General,Neutral
2022-11-30,TBS counsel auto parts importers abide to standards,General,Neutral
2022-11-29,Does higher bank capital  desires spur or cutback  economic growth trajectory,General,Neutral
2022-11-29,Correlation between spending and saving,General,Neutral
2022-11-29,Builders cheer as round bar price drop,General,Positive
2022-11-29,CEOrt advises govt to tap diaspora skills,General,Neutral
2022-11-29,TBS ready to cooperation with stakeholders on standards,General,Neutral
2022-11-28,WB impressed by Arusha Tech progress,General,Neutral
2022-11-25,"TechnoServe programme to benefit 1,600 shops",General,Neutral
2022-11-23,Fishing sector vital with appropriate action,General,Neutral
2022-11-23,Massive transformations await tax Isles regime,General,Neutral
2022-11-22,Mwanza hosts financial week fair,General,Neutral
2022-11-19,TanTrade trains local manufactures,General,Neutral
2022-11-18,‘Tz on right foot to utilise digital economy’,General,Neutral
2022-11-17,ADEM plans massive infrastructure reforms,General,Neutral
2022-11-15,Why 5G network vital in scaling up economic growth,General,Neutral
2022-11-14,EABC launches platform to support SMEs,General,Neutral
2022-11-13,"Tanzania, China to deepen cooperation",General,Neutral
2022-11-13,Economic diplomacy TZ repositions to grab opportunities,General,Neutral
2022-11-10,"Current account, balance of payment deficit widen",General,Neutral
2022-11-09,Domestic revenues collection up by 18.5 pc,General,Neutral
2022-11-09,Improved business conditions push up private sector credit,General,Neutral
2022-11-09,Swissaid project links 1800 peasants to consumers,General,Neutral
2022-11-09,LG global sees growth in East African market,General,Positive
2022-11-08,TeIW to start operations soon,General,Neutral
2022-11-08,Tanga city council on track to  reclaim lost industrial glory,General,Neutral
2022-11-08,"DSE on recovery path, surges nine times",General,Positive
2022-11-08,SBL environmental projects key in addressing climate change challenges,General,Neutral
2022-11-08,Absa: Tanzania sustains stable economic growth,General,Positive
2022-11-07,Mongella lures Saudi investor,General,Neutral
