date,headline,category,sentiment
2022-05-16,NMB Bank allocates Sh100bn for loans to stakeholders in tourism,Banking,Neutral
2022-05-16,UK companies eye Tanzania for investment,Investment,Positive
2022-05-12,Bloomberg to coach over 50 journalists on financial reporting in Tanzania,General,Neutral
2022-05-12,"How EU support created 150,000 jobs in Tanzania",General,Positive
2022-05-12,Tourism stakeholders urge tech adoption to unlock potential,General,Neutral
2022-05-11,Tanzania topples South Africa as Kenya’s top source of imports in Africa,Trade,Neutral
2022-05-10,Tanzania makes U-turn on Uganda sugar,Trade,Neutral
2022-05-09,Five firms’ profits point to recovery from Covid,General,Positive
2022-05-09,President Samia holds an emergency meeting at State House on fuel prices,Policy,Neutral
2022-05-08,Change in dominance as Tanzania airlines battle for the skies,Transport,Neutral
2022-05-08,What extension of loans to technical education means,General,Neutral
2022-05-07,East Africa's industrial sector to gain from revised import tariff,Trade,Positive
2022-05-07,Rise in chicken feed prices puts farmers in a tight spot,Agriculture,Negative
2022-05-07,"Tanzania eyes 100,000 jobs from the new $3 billion investment",Investment,Positive
2022-05-07,Government to improve investment climate for clean energy,Policy,Neutral
2022-05-06,"Sanlam, Allianz join forces to form African insurance giant",Banking,Neutral
2022-05-06,Government pledges to take action over galloping fuel prices,Policy,Negative
2022-05-06,"Rostam, Axian Group to invest Sh1 trillion to expand Tigo and Zantel",Investment,Positive
2022-05-05,Transporters in a spin as fuel jumps further,Energy,Negative
2022-05-05,"Govt, Taha in new move to increase horticulture exports to over $2 billion",Trade,Positive
2022-05-04,EAC exports to the European Union hit $2.8 billion,Trade,Positive
2022-05-04,Local firms up in arms over Tanesco international tender,Energy,Negative
2022-05-03,Why bulk purchases of fuel make sense,Energy,Neutral
2022-05-01,Tanzania private sector welcomes regional e-commerce strategy,General,Neutral
2022-04-30,GGM pays Sh4 billion to two councils,Banking,Neutral
2022-04-30,‘Tanzania horticulture exports data not captured well’,Agriculture,Neutral
2022-04-28,Report ranks Tanzania 7th in number of dollar millionaires in Africa,General,Positive
2022-04-27,African airlines sustain high passenger growth as more states end covid curbs,General,Neutral
2022-04-25,Rwanda tea continues to outprice Tanzania's at Mombasa auction,Agriculture,Negative
2022-04-25,Thousands of jobs lost in export of raw skins,Agriculture,Negative
2022-04-23,"Tanzania, US sign investment agreements worth Sh11.7 trillion",Investment,Positive
2022-04-22,How planned Coop Bank will boost agriculture,Agriculture,Neutral
2022-04-22,Halotel has the best internet speed in Tanzania : Research,Banking,Positive
2022-04-20,Nation Media Group posts tenfold increase in full-year net profit,Banking,Positive
2022-04-20,Court orders Eden Tanzania to pay TBL Sh607 million,General,Neutral
2022-04-19,Royal Tour is good for businesses says CRDB CEO,Banking,Positive
2022-04-19,Rostam Aziz in a major investment victory,Investment,Positive
2022-04-19,East AfricaBusinessCouncil calls for action over rising air transport costs,Trade,Negative
2022-04-18,‘China and Tanzania will work together on more model projects’,General,Neutral
2022-04-18,"Jambojet, Taifa Gas reap big in new Dar-Nairobi trade agreement",Trade,Positive
2022-04-18,Foreign currency deposits in Kenyan banks hit all-time high,Forex,Neutral
2022-04-17,Tanzania enters bilateral partnership for startups,Investment,Positive
2022-04-17,Magufuli Bus Terminal: Of low revenue amid huge potential,General,Neutral
2022-04-16,President Samia’s trip to the US generates $1 billion in investments,Investment,Positive
2022-04-15,President Samia places bet on private sector technocrats to turnaround beleaguered MSD,General,Neutral
2022-04-15,"StanChart to exit consumer, private andbusinessbanking in Tanzania",Banking,Negative
2022-04-14,Investments in Tanzania up 74 percent to $787m in first quarter,Investment,Positive
2022-04-14,Unyiha to pay Yara Tanzania Sh476m for breach of contract,General,Neutral
2022-04-13,Air Tanzania's two Dreamliner aircraft record Sh23.6 billion loss,Energy,Negative
2022-04-12,TCAA to fully liberalise ground handling services,Transport,Neutral
2022-04-11,Two companies banned in Kenya bid for car inspection tender in Tanzania,Trade,Neutral
2022-04-11,Kenya Airways defaults on Sh25 billion loan,Banking,Negative
2022-04-11,Smuggling drops at Holili border after easing restrictions,Trade,Positive
2022-04-11,What BoT seeks to achieve with reduced T-bond coupon rates,Policy,Neutral
2022-04-11,Jubilee to construct Sh9.2 billion headquarters in Tanzania,Investment,Positive
2022-04-08,"Uber, Bolt fares set to go up as fuel prices bite",Energy,Negative
2022-04-06,Millicom completes sale of Zantel and Tigo Tanzania,Banking,Neutral
2022-04-05,Tanzania outlines policy changes to transform agriculture,Agriculture,Neutral
2022-04-05,Uganda overtakes Tanzania as most profitable regional unit for DTB Group,General,Neutral
2022-04-05,TRA sets 15-year collection record as target now within reach,General,Positive
2022-04-03,Tanzanian's first locally made electric car unveiled,Investment,Positive
2022-04-03,Why critical minerals are vital to Tanzania,General,Neutral
2022-04-01,EU in Sh675 billion move to support local SMEs,Investment,Positive
2022-04-01,Insurance broker targets ‘machingas’ with special product,Banking,Neutral
2022-03-31,EU investors laud moves to improvebusinessclimate in Tanzania,General,Positive
2022-03-30,"CRDB Bank targets 150,000 after Sh182bn lending deal",Banking,Positive
2022-03-29,Tanzania in new plan to raise fish harvest,Agriculture,Neutral
2022-03-28,Tanzania moves to shield itself from Ukraine war fallout,General,Neutral
2022-03-27,Measures government is taking to curb rising LPG prices,Energy,Neutral
2022-03-26,Ilunga Secondary School gets a shot in the arm from beverage manufacturer,General,Neutral
2022-03-26,Why Tanesco reassembling is necessary,Energy,Neutral
2022-03-24,Tanzanians exhibit a huge appetite for life assurance,Banking,Neutral
2022-03-24,Government sets indicative prices for fertiliser to curb profiteering,Agriculture,Neutral
2022-03-24,Insurers now to include preterm babies on mother’s insurance,Banking,Neutral
2022-03-23,Why manufacturers are sceptical about electronic tax stamps tender,General,Negative
2022-03-22,Investors now to obtain permits within Seven days,General,Positive
2022-03-21,Dar bourse braves Ukraine war as investor wealth rises by Sh90 billion in one month,Forex,Positive
2022-03-21,Tanzanian horticulture goods set to feature as $10 billion French market,Trade,Positive
2022-03-20,"ATE in its quest to elevate women to top positions, launches a new cohort",Investment,Neutral
2022-03-20,"New hope as government, private sector mull fund for startups",Investment,Neutral
2022-03-19,A year of private sector reform,General,Neutral
2022-03-18,Samia reveals plan to address double taxation,Policy,Neutral
2022-03-17,Mtwara Port and Dangote Cement ink transport deal,Trade,Neutral
2022-03-16,Tanzania allays fears over soaring domestic debt,Policy,Neutral
2022-03-16,Tanzania Distilleries Limited to buy 1500 tonnes of grapes,Agriculture,Neutral
2022-03-15,President Samia’s economic feat as she clocks one year in office,General,Neutral
2022-03-15,"Tanzania, Kenya resolve 10 more trade hindrances",Trade,Neutral
2022-03-15,Why money supply in Tanzania has risen in recent months,Forex,Neutral
2022-03-13,SCB launches Sh718 million project to support 400 youth in Lake Zone,Banking,Neutral
2022-03-13,Fertilizer dealers in hot water over prices,Agriculture,Negative
2022-03-12,Glimmer of hope as government plans to revive tobacco production in Ruvuma,Agriculture,Neutral
2022-03-12,Tanzania's new Sh41 trillion budget focuses on strategic projects,Policy,Neutral
2022-03-11,Tanzania registers projects worth Sh18.75 trillion in one year,General,Neutral
2022-03-10,Tira working to increase number of agents countrywide,Banking,Neutral
2022-03-09,Sinotruk planning Sh46 billion assembly plant in Tanzania,Investment,Positive
2022-03-08,SGA security scoops top award in mining sector,General,Neutral
2022-03-08,Rise in gold prices could be a blessing for Tanzania,General,Positive
2022-03-08,New agreement to raise Uganda’s cargo volume inked in Dar,Trade,Neutral
2022-03-07,"TTCL, Huawei sign agreement to improve communication technology",General,Neutral
2022-03-07,Inside Tira’s strategy to build fraud free insurance industry,Banking,Neutral
2022-03-07,Bright future for tourism and hospitality industry,General,Positive
2022-03-05,Mwinyi urges banks to empower women in blue economy,Banking,Neutral
2022-03-03,Dar es Salaam and Nairobi City Lodge Hotels up for sale,General,Neutral
2022-03-03,The difficult choice: Domestic versus foreign investment,General,Neutral
2022-03-03,Revealed: Why air tickets are expensive in East Africa,General,Negative
2022-03-03,What government is doing to ensure national debt sustainability,Policy,Neutral
2022-03-02,How Tanzania can boost women’s economic role,General,Neutral
2022-03-02,World Bank projects Tanzania’s economy to grow up to 5.5 percent,Policy,Positive
2022-03-02,Tropical Foods ordered to pay Bank of India Sh1.5 billion,Banking,Negative
2022-02-28,Areas Indian investors are interested in Tanzania,Investment,Positive
2022-02-28,Tanzania bags Sh17.3 trillion deals at Expo Dubai,General,Positive
2022-02-28,Manufacturers: Why ETS are a big burden,Banking,Negative
2022-02-28,Ukraine war ‘set to hit’ Tanzania’s horticulturebusiness,Agriculture,Negative
2022-02-27,Receipt system upgrading in top gear,Banking,Neutral
2022-02-27,Samia in Dubai: Why Tanzania is first choice for investors,General,Positive
2022-02-26,TRA urges suppliers of cheaper ETS tools to come forth in bids,Banking,Neutral
2022-02-26,EAC eyes trade-in-services under AfCFTA Agreement,Trade,Neutral
2022-02-25,Kikwete: How Tanzania can boost its mining sector,Policy,Neutral
2022-02-24,Proposed 35 percent CET aims to boost East Africa trade to $6.8 billion,Trade,Neutral
2022-02-24,Report lists factors attracting investors in Tanzania,General,Neutral
2022-02-24,Mining conference agrees on nine resolutions to take sector forward,Investment,Neutral
2022-02-24,ATCL to enter into partnership with KLM and Emirates,Banking,Neutral
2022-02-23,Mpango calls for solutions to mining capital challenges,Policy,Neutral
2022-02-22,"State oil, gas agencies sign cooperation pact",Energy,Neutral
2022-02-22,How Tanzania can fully benefit from economic diplomacy,General,Neutral
2022-02-20,French companies open to talks over Bagamoyo Port,Trade,Neutral
2022-02-19,Why the future is bright for banana farming,Agriculture,Positive
2022-02-19,Kenya-Tanzania trade marches hits Sh2 trillion,Trade,Positive
2022-02-17,BoT to enroll more service providers,Policy,Neutral
2022-02-17,How Tanzania can benefit from EPAs,General,Neutral
2022-02-16,Czech plane maker plans to set up manufacturing base in Tanzania,Investment,Positive
2022-02-14,Faidika brings its services closer to clients with new digital platform,Banking,Neutral
2022-02-14,East African banks under pressure to report climate risks,Banking,Neutral
2022-02-11,"Tanzania, Kenya trade approaches $1 billion mark",Trade,Positive
2022-02-10,Localbusinesscaptains adopt climate change as a key agenda,General,Neutral
2022-02-09,"Recovery on track, Bank of Tanzania report shows",Policy,Positive
2022-02-08,SBL farmers smiling all the way to the bank,Agriculture,Positive
2022-02-08,EXCLUSIVE: Inside IFC’s strategy to boost investments in Tanzania,Investment,Neutral
2022-02-07,Trade barriers still a tough nut to crack for EAC,Trade,Negative
2022-02-01,How Currencies can Impact your Investments,General,Neutral
2022-02-01,DSTV to restore local channels as government backtracks on FTA rule,General,Neutral
2022-02-01,"Chinese, French oil majors seal $10 billion deal for Tanzania, Uganda megaproject",Investment,Positive
2022-01-31,NBC registers record Sh60 billion gross profit,Banking,Positive
2022-01-31,New Blueprint on Horticulture eyes $1bn in export earnings,Agriculture,Positive
2022-01-31,Top oil producers to meet as crude prices rise,General,Neutral
2022-01-30,"Manufacturers, traders brace for losses over power cuts",Energy,Negative
2022-01-29,How Nala plans to spend Sh23 billion funding,General,Neutral
2022-01-29,"How geothermal can boost tourism, farming, education",General,Neutral
2022-01-29,Google to invest up to Sh2.3trillion in Airtel's parent firm,Investment,Positive
2022-01-28,NMB Bank breaks record with Sh290 billion net profit,Banking,Positive
2022-01-27,Airtel Africa enters into UK's FTSE 100 Index,Banking,Neutral
2022-01-27,How CRDB recorded Sh270 billion in net profit,Banking,Positive
2022-01-27,Should Tanzania introduce Google tax?,General,Neutral
2022-01-26,"Experts, traders propose market structures befitting petty traders",General,Neutral
2022-01-26,How surging shipping costs disrupt traders supply chain,Trade,Negative
2022-01-26,Linking digital advancements to economy,General,Neutral
2022-01-25,"TCB’s Katavi branch now eyes pastoralists, farmers",Banking,Neutral
2022-01-25,Sigh of relief for Telecom investors in Tanzania,Banking,Positive
2022-01-25,How Tanzania can harness true potential in the rising digital space,General,Neutral
2022-01-23,African carriers scramble for airfreightbusiness,Trade,Neutral
2022-01-21,"Dar port eyes higher goal, ups efficiency",Trade,Neutral
2022-01-21,Zanzibar and Oman sign agreement to build tourist port at Malindi,Trade,Neutral
2022-01-20,Closure of Forex shops in Tanzania stirs worry,Forex,Negative
2022-01-19,Inside Tanzania’s remittancebusiness,General,Neutral
2022-01-19,"World Mobile, Zanzibar launch Wi-Fi connectivity project",Banking,Neutral
2022-01-19,EAC loses $3.4b to Covid-19 measures as trade declines,Trade,Negative
2022-01-18,How continental trading platform can benefit you,General,Neutral
2022-01-13,Airtel to share Sh2.1 billion interest with Airtel Money customers,Banking,Positive
2022-01-12,Airtel Tanzania appoints Dinesh Balsingh new managing director,Banking,Neutral
2022-01-11,Airtel Kenya surviving on hefty shareholder loans,Banking,Negative
2022-01-10,Where investors reaped big in 2021,General,Neutral
2022-01-10,BHP re-enters Africa with $40 million Tanzania nickel investment,Investment,Positive
2022-01-10,IMF warns developing countries of 'economic turbulence',Policy,Negative
2022-01-09,Manufacturers decry high ETS costs as 2022/23 budget preparation starts,Energy,Negative
2022-01-08,"Kenya, Uganda need dialogue on trade crisis says EABC",Trade,Neutral
2022-01-07,Number of Saccos drops in latest BoT registration,General,Neutral
2022-01-07,New Bank of Tanzania payment system set for February roll-out,Banking,Neutral
2022-01-06,Tourism on the right track as earnings soar by 53 percent,General,Positive
2022-01-06,Banks now command 20 percent of insurancebusiness: report,Banking,Neutral
2022-01-05,Brela extends the listing of firms’ beneficial owners,General,Neutral
2022-01-05,Dar turns tables on Kenya as trade deficit hits Sh180 billion,Trade,Neutral
2022-01-03,Dar bourse ‘all set for rebound’ after festive season slowdown,General,Neutral
2022-01-03,Experts predict what’s in store for Tanzania economically in 2022,General,Neutral
2022-01-03,UAE targets rich Africans to boost investments,Investment,Neutral
2022-01-02,How brewer SBL supported economic development in Tanzania in 2021,General,Neutral
2024-12-31,"Goods, services imports rise by 2.3 per cent",Trade,Neutral
2024-12-31,Govt urges Rukwa diaspora to invest at home,Investment,Neutral
2024-12-31,Tanzania seeks 7tri/- Chinese FDIs,Investment,Neutral
2024-12-30,Financial services usage rises to 76pc – survey,Banking,Neutral
2024-12-30,Tanga port exceeds revenue collection target,Trade,Neutral
2024-12-30,E-commerce set to thrive,General,Neutral
2024-12-28,Tanzania secures honey export deal,Trade,Neutral
2024-12-25,Tanzania investment growth skyrockets,Investment,Positive
2024-12-25,TBS: Product certification key to sustainable business,General,Neutral
2024-12-25,Tanzania invites Saud Arabia to invest in key sectors,Investment,Positive
2024-12-25,NBC sells portion of Twiga bond’s to ALCB Fund,Banking,Neutral
2024-12-25,Agri experts optimistic FSR project will boost production in Zanzibar,Agriculture,Neutral
2024-12-24,NBC Bank launches 27.2bn/- bond to support Tanzania’s SME sector,Banking,Neutral
2024-12-24,BoT boosts digital payments at POS terminals,Banking,Neutral
2024-12-24,Govt approves 600bn/- for Lake Tanganyika cargo ship,Transport,Neutral
2024-12-24,Tarime farmers learn coffee husbandry practices in Muleba,Agriculture,Neutral
2024-12-24,"NMB campaign enhances savings, financial inclusion",Banking,Neutral
2024-12-24,"Expert insights on Tanzania’s personal, business income tax systems",General,Neutral
2024-12-24,DTB’s Steady Growth: Banking on stability and sustainability,Banking,Positive
2024-12-24,Food prices soar to record high,Agriculture,Negative
2024-12-23,TANROADS approves 14.42bn/-  for road maintenance in Mwanza,Transport,Neutral
2024-12-23,"‘Railway, road crucial to support Tanga port upgrade’",Transport,Neutral
2024-12-21,BoT to launch new customer complaint system,Policy,Neutral
2024-12-21,Tibaijuka urges strategic market plan to boost crop sales in Kagera,Agriculture,Neutral
2024-12-21,TRA Tanga surpasses tax collection target by 21.95bn/-,Trade,Positive
2024-12-20,"TCB, AFCA take Tanzania Coffee Competition global",Agriculture,Neutral
2024-12-20,BoT: Cashew purchases strained October liquidity,Policy,Negative
2024-12-20,"Call for tax system harmonisation, formalisation of businesses",Policy,Neutral
2024-12-20,TPA sees surge in revenues,Trade,Positive
2024-12-19,Massive investments in Tanzania ports drive record cargo growth,Trade,Positive
2024-12-19,New Kibaha factory to boost iron sheet production,Agriculture,Neutral
2024-12-19,‘Fitch B+ rating reflects  economic strength’,General,Positive
2024-12-18,"Yas, KADERES to empower coffee farmers in Kagera",Agriculture,Neutral
2024-12-18,Bakhresa invests 20bn/- to double fruit juice production,Investment,Positive
2024-12-18,"Dar, Muscat agree to eliminate double taxation",Policy,Neutral
2024-12-18,TRA pledges to address taxpayers’ challenges,Policy,Neutral
2024-12-17,Shivo Towers: A game-changer for Zanzibar’s property market,General,Neutral
2024-12-17,Fitch affirms Tanzania at ‘B+’ with stable outlook,General,Neutral
2024-12-17,"What analysts, business leaders say on corporate tax",General,Neutral
2024-12-16,TADB boosts fish production with loan issuance,Agriculture,Positive
2024-12-15,Boost for economic stability,General,Positive
2024-12-13,NBC Bank launches offer price reductions for the holiday season campaign,Banking,Neutral
2024-12-13,Govt advocates biotech to boost agriculture,Agriculture,Neutral
2024-12-13,TBS tasked to curb illegal entry of goods,Trade,Neutral
2024-12-13,EPZA: Samia’s diplomacy attracts global investors,Investment,Positive
2024-12-13,Stakeholders push for smarter revenue collection,Policy,Neutral
2024-12-12,"A 13.5pc surge in investment in SOEs, driving efficiency",Investment,Positive
2024-12-12,TBS destroys 18m/- substandard goods,General,Neutral
2024-12-12,Govt: Biotech key driver of development,Policy,Neutral
2024-12-11,Coffee price surges to highest on record,Agriculture,Positive
2024-12-11,State: Unregistered lenders face legal measures,Banking,Negative
2024-12-11,BoT automates consumer complaints desk,Policy,Neutral
2024-12-10,Money in vs money out? Rethinking Africa’s climate financing solutions,General,Neutral
2024-12-10,COLUMN: WEEKLY INVESTMENT TALK. Between the numbers: A look at November’s performance at the DSE,Investment,Neutral
2024-12-10,COLUMN: NEW THINKING. Tax Commission explores reforms to enhance revenue mobilisation,Policy,Neutral
2024-12-10,Tanzania’s financial inclusion revolution: From savings to stock trading,General,Neutral
2024-12-10,DSE turnover jumps 164pc in one week,Forex,Positive
2024-12-10,Rethinking Corporate Tax: Critical Review,Policy,Neutral
2024-12-09,Tanzania’s investment sector as a pillar of progress and prosperity,Investment,Neutral
2024-12-09,Tanzania’s aviation sector flies higher at 63,Transport,Positive
2024-12-07,Mwinyi urges UK investors to explore untapped opportunities in Tanzania,Investment,Neutral
2024-12-07,Dar Port upgrades lure global shipping giant,Trade,Positive
2024-12-07,Govt committed to unlocking economic potential – Biteko,Policy,Neutral
2024-12-06,MMI Steel Mills laud government’s business reforms,Banking,Positive
2024-12-06,Jafo: Capitalise on global market opportunities,Investment,Neutral
2024-12-06,"Karamagi pushes for increased production of cash, food crops",Agriculture,Neutral
2024-12-06,Tax Reforms: A game changer for DSE growth,Investment,Positive
2024-12-06,Sardine traders call for modern drying facilities,Agriculture,Neutral
2024-12-06,CRDB named best bank in Tanzania,Banking,Positive
2024-12-06,"NMB grabs over 30 awards for innovation, development role",Banking,Positive
2024-12-05,Breweries call for fair tax policies to support smaller players,Policy,Neutral
2024-12-05,TPHPA advocates drone technologies for agriculture,Agriculture,Neutral
2024-12-05,"EPZA mulls fund for industrial sheds, warehouses",Trade,Neutral
2024-12-04,Drones to monitor marine resources countrywide,General,Neutral
2024-12-04,Tanga port first-quarter cargo handling surpasses yearly target,Trade,Positive
2024-12-04,Govt allocates 32bn/- to COSTECH for research projects,Policy,Neutral
2024-12-04,Kibaha to host 550 exhibitors at Business Industrial Week,Investment,Neutral
2024-12-03,Bridging gaps: The Samia Infrastructure Bond’s role in national growth,Investment,Positive
2024-12-03,‘Innovation and sustainability are co-pilots for agri-food sector’s future’,Agriculture,Neutral
2024-12-03,Dar traders celebrate record profits after Black Friday,General,Positive
2024-12-03,"Expanding consumption, economy drive up import bill",Trade,Negative
2024-12-03,KCB pledges to foster digital regional economic integration,Banking,Neutral
2024-12-03,Experts push for bio-pesticides adoption,Agriculture,Neutral
2024-12-03,Grape certification boosts market competitiveness,Agriculture,Positive
2024-12-03,Stock Exchange: Reformation for growth,General,Neutral
2024-12-03,Accountants challenged on public finance management systems,Policy,Neutral
2024-12-02,CRDB bags two consumer choice awards,Banking,Positive
2024-12-02,TASAC clinches top spot for financial reporting,Banking,Positive
2024-12-02,Beverage industry sees significant growth,General,Positive
2024-11-30,Why Tanzania needs UN tax convention,Policy,Neutral
2024-11-29,Absa on initiative to drive up cashless economy,General,Neutral
2024-11-29,NMB enhances global money transfers platform,Banking,Neutral
2024-11-29,Mango prices drop amid surplus,Agriculture,Positive
2024-11-29,TRA collection econometrics review,Policy,Neutral
2024-11-28,"Vodacom, Sanlam launch mobile investments initiative",Banking,Neutral
2024-11-28,Farmers in Rukwa set to earn over 70bn/- from NFRA,Agriculture,Positive
2024-11-28,Vodacom commits to drive up cashless economy,General,Neutral
2024-11-28,BoT urges Unguja residents to submit old banknote,Forex,Neutral
2024-11-28,Dar businesses thrive on election day,General,Positive
2024-11-27,DSE market activity slows for Christmas,General,Neutral
2024-11-27,UDSM ponders ways to address agri-food challenges,General,Neutral
2024-11-27,Tanzania eyes trade boost with Belgium,Trade,Neutral
2024-11-26,TANROADS Saccos members deposits rise to 7bn/-,Banking,Neutral
2024-11-26,NMB unveils new digital payment option for businesses,Banking,Neutral
2024-11-26,Livestock prices at Pugu Market up by 9.4 per cent,Agriculture,Positive
2024-11-26,Business leaders laud govt efforts on tax reforms,Policy,Positive
2024-11-26,"Tanzania’s tax system: Components, revenue sources",Policy,Neutral
2024-11-25,Shoppers enjoy 40pc Black Friday discounts,General,Neutral
2024-11-24,"UNLOCKING AGRIC, RENEWABLE ENERGY POTENTIALS:Tanzania to forge global ties",Agriculture,Neutral
2024-11-24,Insurance market records 7.4pc growth,Banking,Positive
2024-11-22,"NBC Bank launches innovative agric campaign to empower farmers, herders",Banking,Neutral
2024-11-22,"Vodacom, Sanlam connect individuals to investment opportunities",Banking,Neutral
2024-11-22,Govt urges producers to prioritise standards,General,Neutral
2024-11-22,PS orders institutes to collaborate on dairy research,Agriculture,Neutral
2024-11-22,Registrar urges Saccos to comply with Coops laws,General,Neutral
2024-11-22,BoT bans unlicensed digital lending platforms,Banking,Negative
2024-11-22,Tax Reform Commission: Charting fiscal excellence,Policy,Neutral
2024-11-21,Bank of Tanzania blocks 69 unlicensed loan apps,Banking,Negative
2024-11-21,Twiga Minerals controls half of mining sector revenue,Trade,Neutral
2024-11-21,"NMB, TSA ink deal to enhance local startups development",Banking,Neutral
2024-11-20,"BoT: Banking sector sound, stable",Policy,Neutral
2024-11-19,Kariakoo building collapse: A financial wake-up call for Tanzania,General,Negative
2024-11-19,Buzwagi SEZ set to drive Lake Zone industrial growth,Investment,Positive
2024-11-19,Digital platform to boost livestock productivity,Agriculture,Neutral
2024-11-19,EPZA expands global reach to attract investments,Investment,Positive
2024-11-19,From colonial legacies to transformative tax reforms,General,Neutral
2024-11-18,UTT AMIS fund value soars by 46pc in one year,Policy,Positive
2024-11-18,TNBC launches working group on ‘blue economy’,General,Neutral
2024-11-17,KCB Bank Drives Economic Empowerment for Women and Youth,Banking,Neutral
2024-11-17,"ZSTC targets 500 tonnes of cloves from Tanga, Morogoro for 2024/2025 season",Agriculture,Neutral
2024-11-16,ALAF attributes PMAYA success to committed teams and investment in quality,Investment,Positive
2024-11-16,SGR gets freight boost,Transport,Positive
2024-11-15,Tanzania to receive 260+ SGR freight wagons next month,Transport,Neutral
2024-11-15,"Japan, a true Tanzanian ally fostering a partnership for sustainable growth, prosperity",General,Positive
2024-11-14,Tanzanian market gains from US rate cut,Forex,Positive
2024-11-14,Premiums written value rises to 1.2tri/-,Banking,Neutral
2024-11-14,‘Vaccines vital to boosting livestock productivity’,Agriculture,Neutral
2024-11-13,TCB unveils innovative payment solution to boost cashless economy,Banking,Neutral
2024-11-11,"UBA Reinforces Commitment to Long-term investments in Africa, set to expand operation in Middle East",Investment,Neutral
2024-11-11,TANESCO Saccos eyes single-digit interest rates,Energy,Neutral
2024-11-11,RC directs cashew exports via Mtwara,Trade,Neutral
2024-11-11,GF to assemble ten trucks a day,General,Neutral
2024-11-09,Tanzania should capitalise on China’s BRI initiative,General,Neutral
2024-11-09,State presents bill to boost investment climate,Policy,Neutral
2024-11-09,Mpango calls for PPP to  boost industrial sector,Investment,Neutral
2024-11-09,Impressive revenue collection,General,Positive
2024-11-08,TANSHEP adopts new agri business approach,Agriculture,Neutral
2024-11-08,Kagera boasts improved roads to attract investments,Transport,Positive
2024-11-08,Zanzibar spreads investment  wings in China,Investment,Neutral
2024-11-08,Road contracts under review to improve quality,Transport,Neutral
2024-11-07,Dar seeks Riyadh FDIs,Investment,Neutral
2024-11-07,New policy to boost local content,General,Neutral
2024-11-07,Tanzania meat exports grow 8pc,Agriculture,Positive
2024-11-07,Bolt announces 10% fare increase amid increased driver operating costs,Energy,Negative
2024-11-06,Fuel Prices drop in Tanzania,Energy,Positive
2024-11-06,"Equity, ADC Tanzania partner to empower 200,000 women SMEs",Banking,Neutral
2024-11-06,"Overfishing in Victoria, Tanganyika cuts fish trade",Trade,Negative
2024-11-06,Dar inflation exceeds national average,Policy,Negative
2024-11-06,TANESCO cuts electricity losses to 14pc,Energy,Positive
2024-11-06,MPs tout increased investment in agriculture,Investment,Neutral
2024-11-06,Focus on furniture exports – Ambassador Chana,Trade,Neutral
2024-11-05,Warehouse receipt system essential for agricultural growth,Agriculture,Neutral
2024-11-05,NMB: Tanzania’s ambitious banking powerhouse-is the price right for investors?,Banking,Neutral
2024-11-05,DSE turnover surges almost  four times in seven days,General,Positive
2024-11-05,NMB’s financial literacy initiative to empower customers,Banking,Neutral
2024-11-05,TBS urges manufacturers to leverage standards for growth,General,Neutral
2024-11-05,Azania unleashes 30bn/- bond for strategic projects,Investment,Neutral
2024-11-05,"Fishermen get 160 modern boats, worth 11.5bn/-",Trade,Positive
2024-11-04,Coffee Board keen to boost domestic Coffee roasting,Agriculture,Neutral
2024-11-04,"SACCOS is key to financial stability, growth: Registrar",General,Neutral
2024-11-04,BoT licenses Kuda to support Diaspora remittance,Forex,Neutral
2024-11-04,BoT warns against exchange of fake old banknotes,Forex,Negative
2024-11-03,SBL explains how favorable tax policy will boost revenues,Policy,Neutral
2024-11-03,SGR will likely foil monopolistic practices in transport sector – Msangi,Transport,Neutral
2024-11-03,Tanzania eases regulations to attract investments,Investment,Positive
2024-11-02,Next budget to hit 55.06tri/-,Policy,Neutral
2024-11-02,DP World transforms Dar Port,Trade,Neutral
2024-11-01,Moody’s Report: Tanzanian economy strong in Sub-Saharan Africa,General,Positive
2024-11-01,Citibank Tanzania’s bad loan surge clouds profit outlook,Banking,Negative
2024-11-01,Over 60 projects executed under PPP,Investment,Neutral
2024-11-01,Rostam calls for low loan rates for Africa,Policy,Neutral
2024-10-31,"Govt reiterates plan to axe, merge underperforming public corporations",Policy,Neutral
2024-10-31,Uchumi income triples through debt collection,General,Positive
2024-10-31,"Import rise signals infrastructure, manufacturing growth",Trade,Positive
2024-10-31,"Tanzania, Russia agree to strengthen agri, tourism",Trade,Neutral
2024-10-31,NMB profit soars 21pc year-on-year,Banking,Positive
2024-10-31,"Cashew boom, massive earnings",Agriculture,Positive
2024-10-31,Govt credits research utilisation for surge in exports,Trade,Positive
2024-10-31,"Political stability, resource richness attract growing Russian investment",Investment,Positive
2024-10-28,BRICS Pay to transform Global Cross-Border Payments,General,Neutral
2024-10-27,BoT announces withdrawal of old banknotes shillings,Forex,Neutral
2024-10-27,Mtwara Port to handle all cashew shipments this season,Trade,Neutral
2024-10-26,"Korean, Tanzanian companies eye joint ventures in key sectors",Investment,Neutral
2024-10-26,"Simplify business registration process, Brela told",General,Neutral
2024-10-25,MANKA: Innovative AI-powered analytics launched to boost financial services in Tanzania,Banking,Neutral
2024-10-24,Mkenda: Enhance financial education initiatives,General,Neutral
2024-10-24,"NMB, UDSM ink deal to enhance digital transformation",Banking,Neutral
2024-10-24,CEOs show mixed views about growth prospects,General,Neutral
