date,headline,url,source,scraped_on
2023-05-18,Agent banking revolutionises delivery of financial services,https://www.thecitizen.co.tz/tanzania/business/agent-banking-revolutionises-delivery-of-financial-services-4239212,The Citizen,2026-05-19
2023-05-18,Government receives Sh6 billion in NBC dividend,https://www.thecitizen.co.tz/tanzania/business/government-receives-sh6-billion-in-nbc-dividend-4239254,The Citizen,2026-05-19
2023-05-17,Safaricom to buy M-Pesa cash firm from Vodafone,https://www.thecitizen.co.tz/tanzania/business/safaricom-to-buy-m-pesa-cash-firm-from-vodafone-4237872,The Citizen,2026-05-19
2023-05-15,How Kenya tax plan will impact EAC trade,https://www.thecitizen.co.tz/tanzania/business/how-kenya-tax-proposals-could-impact-trade-within-eac-4235458,The Citizen,2026-05-19
2023-05-07,Airtel in talks with Indian Institute of Technology (IIT),https://www.thecitizen.co.tz/tanzania/business/airtel-in-talks-with-indian-institute-of-technology-iit-over-partnership-4226222,The Citizen,2026-05-19
2023-05-05,Why trillions in investment will deliver positive results,https://www.thecitizen.co.tz/tanzania/business/why-trillions-in-investment-will-deliver-positive-results-4224062,The Citizen,2026-05-19
2023-05-04,Net profits of 13 first tier banks in Tanzania in Q1 2023,https://www.thecitizen.co.tz/tanzania/business/how-13-banks-in-tanzania-made-profits-in-first-quarter-of-2023--4222788,The Citizen,2026-05-19
2023-05-05,"Who is Ajay Banga, the next president of the World Bank?",https://www.thecitizen.co.tz/tanzania/business/who-is-ajay-banga-the-next-president-of-the-world-bank--4222932,The Citizen,2026-05-19
2023-05-02,Kenyan shilling hits a new all-time low against the dollar,https://www.thecitizen.co.tz/tanzania/business/kenyan-shilling-hits-a-new-all-time-low-against-the-dollar-4220382,The Citizen,2026-05-19
2023-05-01,NBC embraces more innovation,https://www.thecitizen.co.tz/tanzania/business/nbc-embraces-more-innovation-4220748,The Citizen,2026-05-19
2023-04-25,Bakhresa’s hard journey in building Azam Marine,https://www.thecitizen.co.tz/tanzania/business/bakhresa-s-hard-and-long-journey-in-building-azam-marine-4211862,The Citizen,2026-05-19
2023-04-19,"Dar ranked 85th richest city globally, 12th in Africa",https://www.thecitizen.co.tz/tanzania/business/dar-es-salaam-ranked-85th-richest-city-globally-12th-in-africa-4204846,The Citizen,2026-05-19
2023-04-18,"Dar bourse feels pinch of global turmoil, BoT steps",https://www.thecitizen.co.tz/tanzania/business/dar-bourse-feels-pinch-of-global-turmoil-bot-steps-4203190,The Citizen,2026-05-19
2023-04-17,Mayzuh seals $4.23billion Islamic financing deals in Zambia,https://www.thecitizen.co.tz/tanzania/business/mayzuh-seals-4-23-billion-islamic-financing-deals-in-zambia-4202426,The Citizen,2026-05-19
2023-04-16,Zimbabwe tycoon to headline globalbusinesssummit,https://www.thecitizen.co.tz/tanzania/business/zimbabwe-tycoon-to-headline-global-business-summit-4202504,The Citizen,2026-05-19
2023-04-16,Bright Future Ahead for the Arab Gaming Industry,https://www.thecitizen.co.tz/tanzania/business/bright-future-ahead-for-the-arab-gaming-industry-4202390,The Citizen,2026-05-19
2023-04-16,Tanzania to overtake Kenya as largest economy in 10 years,https://www.thecitizen.co.tz/tanzania/business/tanzania-to-overtake-kenya-as-east-africa-s-largest-economy-in-10-years-4201184,The Citizen,2026-05-19
2023-04-13,TCRA now issues warning to the unauthorised courier operators,https://www.thecitizen.co.tz/tanzania/business/tcra-now-issues-warning-to-the-unauthorised-courier-operators-4199122,The Citizen,2026-05-19
2023-04-08,CAG report reveals social security fund loss-making buildings,https://www.thecitizen.co.tz/tanzania/business/cag-report-reveals-social-security-fund-loss-making-buildings--4192758,The Citizen,2026-05-19
2023-04-07,Kenya pips Tanzania in the top 10 avocado producers,https://www.thecitizen.co.tz/tanzania/business/kenya-pips-tanzania-in-the-top-10-avocado-producers-4187554,The Citizen,2026-05-19
2023-04-05,"Tecno, Infinix in tough battle with Samsung for African market",https://www.thecitizen.co.tz/tanzania/business/tecno-infinix-in-tough-battle-with-samsung-for-african-market-4185672,The Citizen,2026-05-19
2023-04-05,"Stamico, CTI seek to address low use of local raw materials",https://www.thecitizen.co.tz/tanzania/business/stamico-cti-seek-to-address-low-use-of-local-raw-materials-4185554,The Citizen,2026-05-19
2023-04-03,African billionaires fleeing the continent for greener pastures,https://www.thecitizen.co.tz/tanzania/business/african-billionaires-fleeing-the-continent-for-greener-pastures-4182934,The Citizen,2026-05-19
2023-03-29,Puma reports 45 percent growth in jet fuel volume,https://www.thecitizen.co.tz/tanzania/business/puma-reports-45-percent-growth-in-jet-fuel-volume-4177224,The Citizen,2026-05-19
2023-03-29,Tanzania falls in the dollar billionaire ranking: Report,https://www.thecitizen.co.tz/tanzania/business/tanzania-falls-in-the-dollar-billionaire-ranking-report-4177226,The Citizen,2026-05-19
2023-03-29,"Geita Gold, Stamico sign Sh55 billion drilling contract",https://www.thecitizen.co.tz/tanzania/business/-geita-gold-stamico-sign-sh55-billion-drilling-contract-4177210,The Citizen,2026-05-19
2023-03-28,Nala to invest $1million in innovation after securing licence,https://www.thecitizen.co.tz/tanzania/business/nala-to-invest-1million-in-innovation-after-securing-licence-4176088,The Citizen,2026-05-19
2023-03-28,South African investors explore Tanzania mining potential,https://www.thecitizen.co.tz/tanzania/business/south-african-investors-explore-tanzania-mining-potential-4175972,The Citizen,2026-05-19
2023-03-27,Majaliwa: Why we want even lower lending rates,https://www.thecitizen.co.tz/tanzania/business/majaliwa-why-we-want-even-lower-lending-rates-4174172,The Citizen,2026-05-19
2023-03-27,Saudia Airlines launches direct flights from Jeddah to Dar es Salaam,https://www.thecitizen.co.tz/tanzania/business/saudia-airlines-launches-direct-flights-from-jeddah-to-dar-es-salaam-4173340,The Citizen,2026-05-19
2023-03-27,Australia's Shocking Sports Betting Fraud,https://www.thecitizen.co.tz/tanzania/business/australia-s-shocking-sports-betting-fraud-4174052,The Citizen,2026-05-19
2023-03-26,Cereals board expects Sh26 billion from rice sale,https://www.thecitizen.co.tz/tanzania/business/cereals-board-expects-sh26-billion-from-rice-sale--4173374,The Citizen,2026-05-19
2023-03-25,New carrier Nigeria Air to begin flights by May despite backlash,https://www.thecitizen.co.tz/tanzania/business/new-carrier-nigeria-air-to-begin-flights-by-may-despite-backlash-4172578,The Citizen,2026-05-19
2023-03-22,NMB support a boon for agricultural sector,https://www.thecitizen.co.tz/tanzania/business/nmb-support-a-boon-for-agricultural-sector-4168268,The Citizen,2026-05-19
2023-03-16,Vietnam: New casino planned to boost economy,https://www.thecitizen.co.tz/tanzania/business/vietnam-new-casino-planned-to-boost-economy-4160900,The Citizen,2026-05-19
2023-03-15,Mexico: Coolbet Sportsbook Open ForBusiness,https://www.thecitizen.co.tz/tanzania/business/mexico-coolbet-sportsbook-open-for-business-4159772,The Citizen,2026-05-19
2023-03-15,Buenos Aires: Bombay Group Secures First Live Casino Provider License,https://www.thecitizen.co.tz/tanzania/business/buenos-aires-bombay-group-secures-first-live-casino-provider-license-4159966,The Citizen,2026-05-19
2023-03-14,BOT extends administration period of Yetu Microfinance,https://www.thecitizen.co.tz/tanzania/business/bot-extends-administration-period-of-yetu-microfinance-4157924,The Citizen,2026-05-19
2023-03-10,Why NMB Bank opted to list Jasiri Bond on Luxembourg bourse,https://www.thecitizen.co.tz/tanzania/business/why-nmb-bank-opted-to-list-jasiri-bond-on-luxembourg-bourse--4153910,The Citizen,2026-05-19
2023-03-10,Horticulture gains new impetus,https://www.thecitizen.co.tz/tanzania/business/horticulture-gains-new-impetus-4153686,The Citizen,2026-05-19
2023-03-09,"Tanzania, Switzerland sign deal to boost bilateral trade",https://www.thecitizen.co.tz/tanzania/business/tanzania-switzerland-sign-deal-to-boost-bilateral-trade-4152140,The Citizen,2026-05-19
2023-03-07,Why CRDB won 2023 SMEs award,https://www.thecitizen.co.tz/tanzania/business/why-crdb-won-2023-smes-award-4149028,The Citizen,2026-05-19
2023-03-07,Coffee buying firm back inbusinessafter setbacks,https://www.thecitizen.co.tz/tanzania/business/coffee-buying-firm-back-in-business-after-setbacks-4149004,The Citizen,2026-05-19
2023-03-06,Tanzania reveals new strategy to promote horticulture,https://www.thecitizen.co.tz/tanzania/business/tanzania-reveals-new-strategy-to-promote-horticulture-4147900,The Citizen,2026-05-19
2023-03-04,Absa Tanzania CEO to head Kenyan unit,https://www.thecitizen.co.tz/tanzania/business/absa-tanzania-ceo-to-head-kenyan-unit-4145696,The Citizen,2026-05-19
2023-03-03,Tanzania gets first Islamic brokerage firm,https://www.thecitizen.co.tz/tanzania/business/tanzania-gets-first-islamic-brokerage-firm-4144722,The Citizen,2026-05-19
2023-03-03,Kenyan firms turn to Tanzania for US dollars,https://www.thecitizen.co.tz/tanzania/business/kenyan-firms-turn-to-tanzania-for-us-dollars-4144498,The Citizen,2026-05-19
2023-03-01,Tanzania and Switzerland launch chamber of commerce,https://www.thecitizen.co.tz/tanzania/business/tanzania-and-switzerland-launch-chamber-of-commerce--4142352,The Citizen,2026-05-19
2023-02-28,Tanzanian firm signs mining supply deal with Elon Musk's Tesla,https://www.thecitizen.co.tz/tanzania/business/tanzanian-firm-signs-mining-supply-deal-with-elon-musk-s-tesla--4140770,The Citizen,2026-05-19
2023-02-28,TCDC eyes technology to empower cooperative societies,https://www.thecitizen.co.tz/tanzania/business/-tcdc-eyes-technology-to-empower-cooperative-societies-4140584,The Citizen,2026-05-19
2023-02-27,NMB: How Sh572 billion in EU financing will boost lending,https://www.thecitizen.co.tz/tanzania/business/nmb-how-sh572-billion-in-eu-financing-will-boost-lending-4139046,The Citizen,2026-05-19
2023-02-25,Qatari businesswoman sparkles among jewellery giants at Doha show,https://www.thecitizen.co.tz/tanzania/business/qatari-businesswoman-sparkles-among-jewellery-giants-at-doha-show-4137374,The Citizen,2026-05-19
2023-02-24,Pan African think tank Accelerate Africa expands to Tanzania,https://www.thecitizen.co.tz/tanzania/business/pan-african-think-tank-accelerate-africa-expands-to-tanzania-4136124,The Citizen,2026-05-19
2023-02-24,"Tanzania, France sign new pact to boost air links",https://www.thecitizen.co.tz/tanzania/business/tanzania-france-sign-new-pact-to-boost-air-links-4135920,The Citizen,2026-05-19
2023-02-24,Rostam to build East Africa's largest gas plant in Kenya,https://www.thecitizen.co.tz/tanzania/business/tanzanian-tycoon-to-build-east-africa-s-largest-gas-import-and-storage-facility-in-kenya-4134446,The Citizen,2026-05-19
2023-02-24,TPA offers traders advice on coal exporting opportunities,https://www.thecitizen.co.tz/tanzania/business/tpa-offers-traders-advice-on-coal-exporting-opportunities-4135786,The Citizen,2026-05-19
2023-02-23,Vodacom Tanzania welcomes Starlink,https://www.thecitizen.co.tz/tanzania/business/vodacom-tanzania-welcomes-starlink-4134328,The Citizen,2026-05-19
2023-02-22,JP Morgan opens regional office in Nairobi,https://www.thecitizen.co.tz/tanzania/business/j-p-morgan-to-set-up-regional-office-in-nairobi-4133738,The Citizen,2026-05-19
2023-02-21,Mafuru hits the ground running at AICC,https://www.thecitizen.co.tz/tanzania/business/mafuru-hits-the-ground-running-at-aicc-4131780,The Citizen,2026-05-19
2023-02-21,CRDB in fresh move to assist innovative youth,https://www.thecitizen.co.tz/tanzania/business/-crdb-in-fresh-move-to-assist-innovative-youth-4131746,The Citizen,2026-05-19
2023-02-20,Bolt plans $530 million investment in Africa,https://www.thecitizen.co.tz/tanzania/business/bolt-plans-530-million-investment-in-africa-in-two-years-4130244,The Citizen,2026-05-19
2023-02-20,"Meta launching new $12 per-month for verified badge on Facebook, Instagram",https://www.thecitizen.co.tz/tanzania/business/meta-launching-new-12-per-month-for-verified-badge-on-facebook-instagram-4130454,The Citizen,2026-05-19
2023-02-15,"African nations turn to currency redesign to tackle graft, inflation",https://www.thecitizen.co.tz/tanzania/business/african-nations-turn-to-currency-redesign-to-tackle-graft-inflation-4126534,The Citizen,2026-05-19
2023-02-15,Tanzania floats East Africa’s largest ship,https://www.thecitizen.co.tz/tanzania/business/tanzania-floats-east-africa-largest-ship-4124620,The Citizen,2026-05-19
2023-02-14,Government in fresh move to plug loopholes for revenue loss,https://www.thecitizen.co.tz/tanzania/business/government-in-fresh-move-to-plug-loopholes-for-revenue-loss-4123642,The Citizen,2026-05-19
2023-02-13,"Engen, Vivo Energy to form Africa’s largest energy firm",https://www.thecitizen.co.tz/tanzania/business/-engen-vivo-energy-to-form-africa-s-largest-energy-firm-4122574,The Citizen,2026-05-19
2023-02-13,DSE turnover jumps to Sh2.7 billion,https://www.thecitizen.co.tz/tanzania/business/dse-turnover-jumps-to-sh2-7-billion--4121956,The Citizen,2026-05-19
2023-02-13,BoT governor hails financial inclusion drive,https://www.thecitizen.co.tz/tanzania/business/bot-governor-hails-financial-inclusion-drive-4121920,The Citizen,2026-05-19
2023-02-08,Mo Dewji challenges African investment policies,https://www.thecitizen.co.tz/tanzania/business/mo-dewji-challenges-african-investment-policies-4115854,The Citizen,2026-05-19
2023-02-08,CRDB Bank’s record profit excites Danish ambassador,https://www.thecitizen.co.tz/tanzania/business/crdb-bank-s-record-profit-excites-danish-ambassador-4115842,The Citizen,2026-05-19
2023-02-08,Mo Dewji ready to take on Coca Cola and Pepsi,https://www.thecitizen.co.tz/tanzania/business/mo-dewji-ready-to-take-on-coca-cola-and-pepsi-4114636,The Citizen,2026-05-19
2023-02-06,How Kwala Satellite City is set to change millions of lives,https://www.thecitizen.co.tz/tanzania/business/how-kwala-satellite-city-is-set-to-change-millions-of-lives-3921568,The Citizen,2026-05-19
2023-02-06,Hope as key dry port is set to commence services,https://www.thecitizen.co.tz/tanzania/business/hope-as-key-dry-port-is-set-to-commence-services-4113660,The Citizen,2026-05-19
2023-02-05,Deadline set for views on Tanzania’s AfCFTA products,https://www.thecitizen.co.tz/tanzania/business/deadline-set-for-views-on-tanzania-s-afcfta-products-4112050,The Citizen,2026-05-19
2023-02-02,"DCB cements mid-sized status with soaring assets, profit rise",https://www.thecitizen.co.tz/tanzania/business/-dcb-cements-mid-sized-status-with-soaring-assets-profit-rise-4108628,The Citizen,2026-05-19
2023-02-01,"Nala, M-Pesa expand payment services to EU",https://www.thecitizen.co.tz/tanzania/business/-nala-m-pesa-expand-payment-services-to-eu-4107492,The Citizen,2026-05-19
2023-02-01,Mo Dewji cements position as East Africa's top billionaire,https://www.thecitizen.co.tz/tanzania/business/mo-dewji-cements-position-as-east-africa-s-top-billionaire--4107076,The Citizen,2026-05-19
2023-01-31,Tanzania among top economies in 2023,https://www.thecitizen.co.tz/tanzania/business/-tanzania-among-top-economies-in-2023-4106120,The Citizen,2026-05-19
2023-01-31,Adani group responds to US firm's fraud allegations,https://www.thecitizen.co.tz/tanzania/business/adani-group-responds-to-us-firm-s-fraud-allegations-4105664,The Citizen,2026-05-19
2023-01-30,CRDB Bank’s net profit climbs to Sh353 billion,https://www.thecitizen.co.tz/tanzania/business/crdb-bank-s-net-profit-climbs-to-sh353-billion-in-2022-4103908,The Citizen,2026-05-19
2023-01-27,Fraud claims wipe $45 billion off India's Adani Group stocks,https://www.thecitizen.co.tz/tanzania/business/fraud-claims-wipe-45-billion-off-india-s-adani-group-stocks-4101246,The Citizen,2026-05-19
2023-01-27,Government seeks Barrick support in energy transition,https://www.thecitizen.co.tz/tanzania/business/government-seeks-barrick-support-in-energy-transition-4100966,The Citizen,2026-05-19
2023-01-27,TADB facilitates Sh173.49 billion through guarantee scheme,https://www.thecitizen.co.tz/tanzania/business/-tadb-facilitates-sh173-49-billion-through-guarantee-scheme-4100990,The Citizen,2026-05-19
2023-01-26,Windfall as NMB's net profit skyrockets to Sh429 billion,https://www.thecitizen.co.tz/tanzania/business/windfall-as-nmb-s-net-profit-skyrockets-to-sh429-billion--4101026,The Citizen,2026-05-19
2023-01-24,600 investors from Europe set sights on Tanzania,https://www.thecitizen.co.tz/tanzania/business/600-investors-from-europe-set-sights-on-tanzania--4097146,The Citizen,2026-05-19
2023-01-23,Coal exports surge at Mtwara Port,https://www.thecitizen.co.tz/tanzania/business/-coal-exports-surge-at-mtwara-port-4095390,The Citizen,2026-05-19
2023-01-23,EABC plans to reach $15 billion in intra-EAC trade in 2023,https://www.thecitizen.co.tz/tanzania/business/eabc-plans-to-reach-15-billion-in-intra-eac-trade-in-2023-4095858,The Citizen,2026-05-19
2023-01-23,EAC exports to Africa soar to $7.9 billion in 2021,https://www.thecitizen.co.tz/tanzania/business/eac-exports-to-africa-soar-to-7-9-billion-in-2021-4095894,The Citizen,2026-05-19
2023-01-20,"Samia, Idris Elba talkbusinessin Davos",https://www.thecitizen.co.tz/tanzania/business/samia-british-actor-elba-talk-business-davos-4093180,The Citizen,2026-05-19
2023-01-20,"Bird statue fetches $100,000 as Musk auctions Twitter HQ items",https://www.thecitizen.co.tz/tanzania/business/bird-statue-fetches-100-000-as-musk-auctions-twitter-hq-items-4093154,The Citizen,2026-05-19
2023-01-20,Transporters optimistic about growth,https://www.thecitizen.co.tz/tanzania/business/-transporters-optimistic-about-growth-4092838,The Citizen,2026-05-19
2023-01-19,Why the Shilling remained stable in 2022 amid shocks,https://www.thecitizen.co.tz/tanzania/business/why-the-shilling-remained-stable-in-2022-amid-shocks--4091952,The Citizen,2026-05-19
2023-01-19,Trade between Tanzania and the Comoros set to flourish,https://www.thecitizen.co.tz/tanzania/business/trade-between-tanzania-and-the-comoros-set-to-flourish-4091318,The Citizen,2026-05-19
2023-01-19,"Microsoft to axe 10,000 jobs over poor economy",https://www.thecitizen.co.tz/tanzania/business/microsoft-to-axe-10-000-jobs-over-poor-economy-4091224,The Citizen,2026-05-19
2023-01-18,"Food and beverages prices to drop in 2023, says NBS",https://www.thecitizen.co.tz/tanzania/business/-food-and-beverages-prices-to-drop-in-2023-says-nbs-4090042,The Citizen,2026-05-19
2023-01-17,RC Abbas touts Exim Bank in Tanzania-Commoros businesses,https://www.thecitizen.co.tz/tanzania/business/rc-abbas-touts-exim-bank-in-tanzania-commoros-businesses--4089144,The Citizen,2026-05-19
2023-01-17,Barrick workers now benefit from new bargain agreement,https://www.thecitizen.co.tz/tanzania/business/-barrick-workers-now-benefit-from-new-bargain-agreement-4089118,The Citizen,2026-05-19
2023-01-17,Azania Bank reaps huge profits in 2022,https://www.thecitizen.co.tz/tanzania/business/azania-bank-reaps-huge-profits-in-2022-4089098,The Citizen,2026-05-19
2023-01-16,Bolt:Businessgrowing despite challenges,https://www.thecitizen.co.tz/tanzania/business/-bolt-business-growing-despite-challenges-4088068,The Citizen,2026-05-19
2023-01-16,EAC to set up regional central bank this year,https://www.thecitizen.co.tz/tanzania/business/eac-to-set-up-regional-central-bank-this-year-4087948,The Citizen,2026-05-19
2023-01-16,Analysts hail BoT’s digital currency move,https://www.thecitizen.co.tz/tanzania/business/analysts-hail-bot-s-digital-currency-move-4087940,The Citizen,2026-05-19
2023-01-15,"Food, cash crops that topped exports in 2022",https://www.thecitizen.co.tz/tanzania/business/food-cash-crops-that-topped-exports-in-2022-4087038,The Citizen,2026-05-19
2023-01-13,Winners and losers as DSE stocks fall,https://www.thecitizen.co.tz/tanzania/business/winners-and-losers-as-dse-investment-wealth-slightly-plunges-4085266,The Citizen,2026-05-19
2023-01-12,Yetu Microfinance chief reacts to BoT suspension,https://www.thecitizen.co.tz/tanzania/business/-yetu-microfinance-chief-reacts-to-bot-suspension-4083752,The Citizen,2026-05-19
2023-01-11,Renewed appeal to lift the ban on butterfly exports,https://www.thecitizen.co.tz/tanzania/business/renewed-appeal-to-lift-the-ban-on-butterfly-exports-4082976,The Citizen,2026-05-19
2023-01-11,"World Bank cuts 2023 world growth forecast in 'sharp, long-lasting slowdown'",https://www.thecitizen.co.tz/tanzania/business/world-bank-cuts-2023-world-growth-forecast-in-sharp-long-lasting-slowdown--4082770,The Citizen,2026-05-19
2023-01-10,Smallholder farmers set to benefit from credit guarantee,https://www.thecitizen.co.tz/tanzania/business/-smallholder-farmers-set-to-benefit-from-credit-guarantee-4081332,The Citizen,2026-05-19
2023-01-06,Businesscommunity expresses cautious optimism about 2023,https://www.thecitizen.co.tz/tanzania/business/business-community-expresses-cautious-optimism-about-2023-4077734,The Citizen,2026-05-19
2023-01-04,Kenya Airways shares suspension extended for another year,https://www.thecitizen.co.tz/tanzania/business/kenya-airways-shares-suspension-extended-for-another-year-4075662,The Citizen,2026-05-19
2023-01-04,Struggling Jatu Plc turns to Dutch consultant,https://www.thecitizen.co.tz/tanzania/business/struggling-jatu-plc-turns-to-dutch-consultant--4075174,The Citizen,2026-05-19
2023-01-03,Third of global economy faces recession: IMF chief,https://www.thecitizen.co.tz/tanzania/business/third-of-global-economy-faces-recession-imf-chief--4074380,The Citizen,2026-05-19
2022-12-28,Private equity firms develop appetite for retailers as global brands exit markets,https://www.thecitizen.co.tz/tanzania/business/private-equity-firms-develop-appetite-for-retailers-as-global-brands-exit-markets-4068360,The Citizen,2026-05-19
2022-12-28,Arusha farmers move to boost sunflower production,https://www.thecitizen.co.tz/tanzania/business/-arusha-farmers-move-to-boost-sunflower-production-4068302,The Citizen,2026-05-19
2022-12-26,Game Store shuts down Dar es Salaam outlet,https://www.thecitizen.co.tz/tanzania/business/game-store-shuts-down-dar-es-salaam-outlet-4066814,The Citizen,2026-05-19
2022-12-25,Tanzania Bankers Association (TBA) appoints NBC Bank’s MD as the new chairman,https://www.thecitizen.co.tz/tanzania/business/tanzania-bankers-association-tba-appoints-nbc-bank-s-md-as-the-new-chairman-4068650,The Citizen,2026-05-19
2022-12-21,NBC bond starts trading at DSE after successful sale,https://www.thecitizen.co.tz/tanzania/business/nbc-bond-starts-trading-at-dse-after-successful-sale--4062464,The Citizen,2026-05-19
2022-12-16,Why food price has gone up in Tanzania,https://www.thecitizen.co.tz/tanzania/business/why-food-price-has-gone-up-in-tanzania-4057036,The Citizen,2026-05-19
2022-12-16,"CRDB Bank, IFC agree to cooperate in six areas",https://www.thecitizen.co.tz/tanzania/business/crdb-bank-ifc-agree-to-cooperate-in-six-areas--4057282,The Citizen,2026-05-19
2022-12-15,NMB Bank in financial inclusion drive with new account,https://www.thecitizen.co.tz/tanzania/business/nmb-bank-in-financial-inclusion-drive-with-new-account-4056368,The Citizen,2026-05-19
2022-12-15,NBC’s Sh300billion goal in sight as bond oversubscribed by 30 percent,https://www.thecitizen.co.tz/tanzania/business/-nbc-s-sh300billion-goal-in-sight-as-bond-oversubscribed-by-30-percent-4056330,The Citizen,2026-05-19
2022-12-15,Firm linked to Kabanga nickel sets sights on global market,https://www.thecitizen.co.tz/tanzania/business/firm-linked-to-kabanga-nickel-sets-sights-on-global-market--4055598,The Citizen,2026-05-19
2022-12-14,Tanzania's ports performance increase as trade recovers,https://www.thecitizen.co.tz/tanzania/business/tanzania-s-ports-performance-increase-as-trade-recovers-4054460,The Citizen,2026-05-19
2022-12-13,"Tap heritage resources, AWHF urges Tanzania",https://www.thecitizen.co.tz/tanzania/business/tap-heritage-resources-awhf-urges-tanzania-4053746,The Citizen,2026-05-19
2022-12-13,Museveni: Why SMEs in East Africa don’t thrive,https://www.thecitizen.co.tz/tanzania/business/museveni-why-smes-in-east-africa-don-t-thrive-4053664,The Citizen,2026-05-19
2022-12-13,TRA to start taxing small traders in Kariakoo,https://www.thecitizen.co.tz/tanzania/business/tra-to-start-taxing-small-traders-in-kariakoo-4052762,The Citizen,2026-05-19
2022-12-12,BoT takes over control of Yetu Microfinance Bank,https://www.thecitizen.co.tz/tanzania/business/bot-takes-over-control-of-yetu-microfinance-bank-4052304,The Citizen,2026-05-19
2022-12-09,Tanzania among best investments destinations in Africa,https://www.thecitizen.co.tz/tanzania/business/tanzania-ranked-among-best-investments-destinations-in-africa-4047876,The Citizen,2026-05-19
2022-12-09,Billionaires on the back foot in 2022 - UBS,https://www.thecitizen.co.tz/tanzania/business/billionaires-on-the-back-foot-in-2022-ubs-4049494,The Citizen,2026-05-19
2022-12-02,13 lenders agree to establish alliance to support MSMEs,https://www.thecitizen.co.tz/tanzania/business/13-lenders-agree-to-establish-alliance-to-support-msmes-4040798,The Citizen,2026-05-19
2022-12-01,Standard Bank Group marks 160 years,https://www.thecitizen.co.tz/tanzania/business/a-brighter-future-beckons-as-africa-s-standard-bank-group-marks-160-years-4039658,The Citizen,2026-05-19
2022-11-29,Tanzania targets $2 billion in horticulture exports value by year 2030,https://www.thecitizen.co.tz/tanzania/business/tanzania-targets-2-billion-in-horticulture-exports-value-by-year-2030-4036914,The Citizen,2026-05-19
2022-11-29,TBS set to come up with new food import guidelines,https://www.thecitizen.co.tz/tanzania/business/tbs-set-to-come-up-with-new-food-import-guidelines-4036928,The Citizen,2026-05-19
2022-11-28,"Burundi banks on CRDB in women, youth programmes",https://www.thecitizen.co.tz/tanzania/business/burundi-banks-on-crdb-in-women-youth-programmes-4035764,The Citizen,2026-05-19
2022-11-28,Learning from Malaysia’s experience,https://www.thecitizen.co.tz/tanzania/business/learning-from-malaysia-s-experience-4035790,The Citizen,2026-05-19
2022-11-26,Farmers earn Sh169 billion as cashew auctions continue,https://www.thecitizen.co.tz/tanzania/business/farmers-earn-sh169-billion-as-cashew-auctions-continue--4033856,The Citizen,2026-05-19
2022-11-25,Potential of SMEs in empowering the women,https://www.thecitizen.co.tz/tanzania/business/potential-of-smes-in-empowering-the-women-4032858,The Citizen,2026-05-19
2022-11-24,"Tanzania, South Korea startups ink partnership deal",https://www.thecitizen.co.tz/tanzania/business/tanzania-south-korea-startups-ink-partnership-deal-4031778,The Citizen,2026-05-19
2022-11-24,How NMB managed to scoop 18 awards in 2022,https://www.thecitizen.co.tz/tanzania/business/how-nmb-managed-to-scoop-18-awards-in-2022-4031790,The Citizen,2026-05-19
2022-11-24,How Tanzania can avoid the pitfalls inherent in SMEs concepts,https://www.thecitizen.co.tz/tanzania/business/how-tanzania-can-avoid-the-pitfalls-inherent-in-smes-concepts-4031758,The Citizen,2026-05-19
2022-11-23,Why MSMEs may succeed in the agricultural sector,https://www.thecitizen.co.tz/tanzania/business/why-msmes-may-succeed-in-the-agricultural-sector-4030616,The Citizen,2026-05-19
2022-11-23,NBC to facilitate issuance of bond for water authority,https://www.thecitizen.co.tz/tanzania/business/nbc-to-facilitate-issuance-of-bond-for-water-authority-4030594,The Citizen,2026-05-19
2022-11-23,Clean cooking agenda now on global stage,https://www.thecitizen.co.tz/tanzania/business/clean-cooking-agenda-now-on-global-stage-4030604,The Citizen,2026-05-19
2022-11-22,Firm develops water purity tech,https://www.thecitizen.co.tz/tanzania/business/firm-develops-water-purity-tech-4030598,The Citizen,2026-05-19
2022-11-22,Standard Chartered Bank chips in to upskill women startups,https://www.thecitizen.co.tz/tanzania/business/standard-chartered-bank-chips-in-to-upskill-women-startups-in-cyber-security-4031350,The Citizen,2026-05-19
2022-11-22,Want to gauge SMEs sucess? Take a look at small industries,https://www.thecitizen.co.tz/tanzania/business/want-to-gauge-smes-sucess-take-a-look-at-small-industries-4029152,The Citizen,2026-05-19
2022-11-22,How Sukuk can pull more retail investors into Tanzania financial market,https://www.thecitizen.co.tz/tanzania/business/how-sukuk-can-pull-more-retail-investors-into-tanzania-financial-market-4028790,The Citizen,2026-05-19
2022-11-21,The game-changing role of SMEs in Tanzania’s economy,https://www.thecitizen.co.tz/tanzania/business/the-game-changing-role-of-smes-in-tanzania-s-economy-4027558,The Citizen,2026-05-19
2022-11-20,How hackers stole billions from Airtel Money in Uganda,https://www.thecitizen.co.tz/tanzania/business/how-hackers-stole-billions-from-airtel-money-in-uganda-4026838,The Citizen,2026-05-19
2022-11-19,New tea varieties to increase yields,https://www.thecitizen.co.tz/tanzania/business/new-tea-varieties-to-increase-yields-boost-farmers-earnings-4025694,The Citizen,2026-05-19
2022-11-16,TRA no longer using task forces to collect revenues,https://www.thecitizen.co.tz/tanzania/business/tra-no-longer-using-task-forces-to-collect-revenues-4022198,The Citizen,2026-05-19
