date,headline,url,source,scraped_on
2024-08-07,Govt to review VAT on clean cooking appliances,https://dailynews.co.tz/govt-to-review-vat-on-clean-cooking-appliances/,Daily News,2026-06-22
2024-08-06,EU to release 100bn/- for sectoral reforms in Tanzania,https://dailynews.co.tz/eu-to-release-100bn-for-sectoral-reforms-in-tanzania/,Daily News,2026-06-22
2024-08-06,Tanzania to raise Single Borrower Limit to boost investment,https://dailynews.co.tz/tanzania-to-raise-single-borrower-limit-to-boost-investment/,Daily News,2026-06-22
2024-08-06,Can dollar ban actually work? Unpacking the challenges and solutions,https://dailynews.co.tz/can-dollar-ban-actually-work-unpacking-the-challenges-and-solutions/,Daily News,2026-06-22
2024-08-06,Samia graces cigarette factory expansion project in Moro,https://dailynews.co.tz/samia-graces-cigarette-factory-expansion-project-in-moro/,Daily News,2026-06-22
2024-08-06,FCS and TCRA CCC partner to enhance protection for communication service users,https://dailynews.co.tz/fcs-an-tcra-ccc-partner-to-enhance-protection-for-communication-service-users/,Daily News,2026-06-22
2024-08-06,Local domain names increase in three months: TCRA,https://dailynews.co.tz/local-domain-names-increase-in-three-months-tcra/,Daily News,2026-06-22
2024-08-06,TIB Bank rebounds with 5.6bn/- profit in Q2,https://dailynews.co.tz/tib-bank-rebounds-with-5-6bn-profit-in-q2/,Daily News,2026-06-22
2024-08-06,"Expand provision of education on carbon trading, NCMC told",https://dailynews.co.tz/expand-provision-of-education-on-carbon-trading-ncmc-told/,Daily News,2026-06-22
2024-08-06,Mr Kuku asks govt to intervene in food prices,https://dailynews.co.tz/intervene-in-food-price-increase-govt-asked/,Daily News,2026-06-22
2024-08-06,Why tripartite free trade area will be global target,https://dailynews.co.tz/why-tripartite-free-trade-area-will-be-global-target/,Daily News,2026-06-22
2024-08-06,All smiles for rice growers in Tanzania,https://dailynews.co.tz/all-smiles-for-rice-growers/,Daily News,2026-06-22
2024-08-05,Airtel Tanzania’s reward Campaign empowers Tanzanians,https://dailynews.co.tz/airtel-tanzanias-reward-campaign-empowers-tanzanians/,Daily News,2026-06-22
2024-08-05,DCB keen to promote domestic tourism,https://dailynews.co.tz/dcb-keen-to-promote-domestic-tourism/,Daily News,2026-06-22
2024-08-05,TTCL unveils T-Pesa disbursement system,https://dailynews.co.tz/ttcl-unveils-t-pesa-disbursement-system/,Daily News,2026-06-22
2024-08-05,"NMB: Financial education deficit hinders youth, women in agriculture",https://dailynews.co.tz/nmb-financial-education-deficit-hinders-youth-women-in-agriculture/,Daily News,2026-06-22
2024-08-05,Tanga Port investment attracts mega ships,https://dailynews.co.tz/tanga-port-investment-attracts-mega-ships/,Daily News,2026-06-22
2024-08-05,DCB sponsors over 1000 teachers’ trip to Mikumi,https://dailynews.co.tz/dcb-sponsors-over-1000-teachers-trip-to-mikumi/,Daily News,2026-06-22
2024-08-04,Tanzania economy to benefit  from 206bn/- Iron ore deal,https://dailynews.co.tz/tanzania-economy-to-benefit-from-206bn-iron-ore-deal/,Daily News,2026-06-22
2024-08-03,"Saudia ranked high globally for timely departures, arrivals",https://dailynews.co.tz/saudia-ranked-high-globally-for-timely-departures-arrivals/,Daily News,2026-06-22
2024-08-03,Kilombero Sugar expansion project to be completed next June,https://dailynews.co.tz/kilombero-sugar-expansion-project-to-be-completed-next-june/,Daily News,2026-06-22
2024-08-03,Re-examining tax system impresses analysts,https://dailynews.co.tz/re-examining-tax-system-impresses-analysts/,Daily News,2026-06-22
2024-08-02,TCB and ZEEA sign MOU to drive inclusive development in Zanzibar,https://dailynews.co.tz/tcb-and-zeea-sign-mou-to-drive-inclusive-development-in-zanzibar/,Daily News,2026-06-22
2024-08-02,Govt stresses local-foreign investors joint venture,https://dailynews.co.tz/govt-stresses-local-foreign-investors-joint-venture/,Daily News,2026-06-22
2024-08-02,Local firms pocket 3.7tri/- from SGR project,https://dailynews.co.tz/local-firms-pocket-3-7tri-from-sgr-project/,Daily News,2026-06-22
2024-08-02,"Nanenane, celebrating Tanzania’s agricultural progress",https://dailynews.co.tz/nanenane-celebrating-tanzanias-agricultural-progress/,Daily News,2026-06-22
2024-08-02,"TZ, Morocco seek new investment avenues",https://dailynews.co.tz/tz-morocco-seek-new-investment-avenues/,Daily News,2026-06-22
2024-08-02,High demand greets 20 years T-bond,https://dailynews.co.tz/high-demand-greets-20-years-t-bond/,Daily News,2026-06-22
2024-08-02,‘Digital platforms to stimulate capital markets’,https://dailynews.co.tz/digital-platforms-to-stimulate-capital-markets/,Daily News,2026-06-22
2024-08-02,Over 10tri/- invested in SGR construction,https://dailynews.co.tz/over-10tri-invested-in-sgr-construction/,Daily News,2026-06-22
2024-08-02,Prof Lipumba lauds SGR project for economic boost,https://dailynews.co.tz/prof-lipumba-lauds-sgr-project-for-economic-boost/,Daily News,2026-06-22
2024-08-02,New era begins,https://dailynews.co.tz/new-era-begins/,Daily News,2026-06-22
2024-08-02,Ride on electric train,https://dailynews.co.tz/ride-on-electric-train/,Daily News,2026-06-22
2024-08-02,SGR train services: Tanzania takes off,https://dailynews.co.tz/sgr-train-services-tanzania-takes-off/,Daily News,2026-06-22
2024-08-01,NANENANE WEEK: Major boost for Tanzania’s agricultural sector,https://dailynews.co.tz/nanenane-week-major-boost-for-tanzanias-agricultural-sector/,Daily News,2026-06-22
2024-08-01,"‘Twende Butiama’ Ride to celebrate Nyerere’s legacy with 1,846km journey",https://dailynews.co.tz/twende-butiama-ride-to-celebrate-nyereres-legacy-with-1846km-journey/,Daily News,2026-06-22
2024-08-01,Absa  launches youth savings account,https://dailynews.co.tz/absa-launches-youth-savings-account/,Daily News,2026-06-22
2024-08-01,Stanbic commits to develop top-tier talent,https://dailynews.co.tz/stanbic-commits-to-develop-top-tier-talent/,Daily News,2026-06-22
2024-08-01,Watumishi’s Mikocheni apartments 40pc cheaper,https://dailynews.co.tz/watumishis-mikocheni-apartments-40pc-cheaper/,Daily News,2026-06-22
2024-08-01,"Twiga profit dips 38pc amid revenue, cost issues",https://dailynews.co.tz/twiga-profit-dips-38pc-amid-revenue-cost-issues/,Daily News,2026-06-22
2024-08-01,"Online transactions in Tanzania safe, says Governor Tutuba",https://dailynews.co.tz/online-transactions-in-tanzania-safe-says-governor-tutuba/,Daily News,2026-06-22
2024-08-01,Samia launches historic Dar-Dom electric train services,https://dailynews.co.tz/samia-launches-historic-dar-dom-electric-train-services/,Daily News,2026-06-22
2024-07-31,Bullish start as SGR electric train makes maiden journey to Dodoma,https://dailynews.co.tz/bullish-start-as-sgr-electric-train-makes-maiden-journey-to-dodoma/,Daily News,2026-06-22
2024-07-31,EU funded initiative transforms Tanzania’s agriculture,https://dailynews.co.tz/eu-funded-initiative-transforms-tanzanias-agriculture/,Daily News,2026-06-22
2024-07-31,Sluggish road construction in Pemba riles 2VP,https://dailynews.co.tz/sluggish-road-construction-in-pemba-riles-2vp/,Daily News,2026-06-22
2024-07-31,Mwinyi to attend inauguration of SGR train services,https://dailynews.co.tz/mwinyi-to-attend-inauguration-of-sgr-train-services/,Daily News,2026-06-22
2024-07-31,Foreign participation on equity to rebound,https://dailynews.co.tz/foreign-participation-on-equity-to-rebound/,Daily News,2026-06-22
2024-07-31,Tanzania lures Chinese investors,https://dailynews.co.tz/tanzania-lures-chinese-investors/,Daily News,2026-06-22
2024-07-31,Timiza oversubscribed due to attractive returns,https://dailynews.co.tz/64311-2/,Daily News,2026-06-22
2024-07-31,New trade policy launched to boost growth,https://dailynews.co.tz/new-trade-policy-launched-to-boost-growth/,Daily News,2026-06-22
2024-07-30,"Dr Tulia launches PBZ Bank branch in Mbeya, warns against ‘bloodsucking’ loans",https://dailynews.co.tz/dr-tulia-launches-pbz-bank-branch-in-mbeya-warns-against-bloodsucking-loans/,Daily News,2026-06-22
2024-07-30,Dar to become regional capital markets hub,https://dailynews.co.tz/dar-to-become-regional-capital-markets-hub/,Daily News,2026-06-22
2024-07-30,Bridging the financial gap: TCB introduces ‘TCB Popote’ for wider banking access,https://dailynews.co.tz/bridging-the-financial-gap-tcb-introduces-tcb-popote-for-wider-banking-access/,Daily News,2026-06-22
2024-07-30,Innovation surge fuels Tanzania’s startups,https://dailynews.co.tz/innovation-surge-fuels-tanzanias-startups/,Daily News,2026-06-22
2024-07-30,Govt eyes 183bn/- through 20yrs bond,https://dailynews.co.tz/govt-eyes-183bn-through-20yrs-bond/,Daily News,2026-06-22
2024-07-30,TADB profit rises 49pc driven by fishing sector,https://dailynews.co.tz/tadb-profit-rises-49pc-driven-by-fishing-sector/,Daily News,2026-06-22
2024-07-30,Mtwara reaps 90bn/- from sesame harvest,https://dailynews.co.tz/mtwara-reaps-90bn-from-sesame-harvest/,Daily News,2026-06-22
2024-07-29,Farmers told to adopt highyield breeding technology,https://dailynews.co.tz/farmers-told-to-adopt-highyield-breeding-technology/,Daily News,2026-06-22
2024-07-29,"Samia graces TNBC meeting today as Tanzania basks in peace, tranquility",https://dailynews.co.tz/samia-graces-tnbc-meeting-today-as-tanzania-basks-in-peace-tranquility/,Daily News,2026-06-22
2024-07-29,Tanzania overhauls trade policy,https://dailynews.co.tz/tanzania-overhauls-trade-policy/,Daily News,2026-06-22
2024-07-29,Samia to chair TNBC meeting today,https://dailynews.co.tz/samia-to-chair-tnbc-meeting-today/,Daily News,2026-06-22
2024-07-27,Why SGR train is Tanzania economic game changer,https://dailynews.co.tz/why-sgr-train-is-tanzania-economic-game-changer/,Daily News,2026-06-22
2024-07-26,UTT aims for 25pc fund growth,https://dailynews.co.tz/utt-aims-for-25pc-fund-growth/,Daily News,2026-06-22
2024-07-26,TBL ratifies 537/- as dividend,https://dailynews.co.tz/tbl-ratifies-537-as-dividend/,Daily News,2026-06-22
2024-07-26,Capital market key driver of economic growth: Analysts,https://dailynews.co.tz/capital-market-key-driver-of-economic-growth-analysts/,Daily News,2026-06-22
2024-07-26,Tanzania’s economy spurs Russian ties,https://dailynews.co.tz/tanzanias-economy-spurs-russian-ties/,Daily News,2026-06-22
2024-07-26,TIC records rise in domestic investments,https://dailynews.co.tz/tic-records-rise-in-domestic-investments/,Daily News,2026-06-22
2024-07-26,‘Agriculture must reap big from TZ-China relations’,https://dailynews.co.tz/agriculture-must-reap-big-from-tz-china-relations/,Daily News,2026-06-22
2024-07-26,Why SGR service pulls crowd,https://dailynews.co.tz/why-sgr-service-pulls-crowd/,Daily News,2026-06-22
2024-07-25,Airtel tops industry quality-of-service leaderboard – TCRA,https://dailynews.co.tz/airtel-tops-industry-quality-of-service-leaderboard-tcra/,Daily News,2026-06-22
2024-07-25,TBPL anti-mosquito sales jumps 8.0pc in one year,https://dailynews.co.tz/tbpl-anti-mosquito-sales-jumps-8-0pc-in-one-year/,Daily News,2026-06-22
2024-07-25,"BoT: Lower NPLs to boost lending, cut borrowing cost",https://dailynews.co.tz/bot-lower-npls-to-boost-lending-cut-borrowing-cost/,Daily News,2026-06-22
2024-07-25,PBZ launches bancassurance to drive financial inclusion,https://dailynews.co.tz/pbz-launches-bancassurance-to-drive-financial-inclusion/,Daily News,2026-06-22
2024-07-25,"Tanzania, Egypt aim to deepen financial ties",https://dailynews.co.tz/tanzania-egypt-aim-to-deepen-financial-ties/,Daily News,2026-06-22
2024-07-25,Japanese Kobe Motor Company shows readiness to continue investing in Tanzania,https://dailynews.co.tz/japanese-kobe-motor-company-shows-readiness-to-continue-investing-in-tanzania/,Daily News,2026-06-22
2024-07-24,Maendeleo Bank announces dividend increase by 69 pc for 2023,https://dailynews.co.tz/maendeleo-bank-announces-69-pc-dividend-increase-for-2023/,Daily News,2026-06-22
2024-07-24,"CVP targets 600,000 farmers to boost cotton production",https://dailynews.co.tz/cvp-targets-600000-farmers-to-boost-cotton-production/,Daily News,2026-06-22
2024-07-24,Govt bans human activities in RUMAKI Biosphere Reserve,https://dailynews.co.tz/govt-bans-human-activities-in-rumaki-biosphere-reserve/,Daily News,2026-06-22
2024-07-24,"Government prioritizes industrial growth in Vision 2050, cut imports",https://dailynews.co.tz/government-prioritizes-industrial-growth-in-vision-2050-cut-imports/,Daily News,2026-06-22
2024-07-24,Preparations for Nanenane get final touches,https://dailynews.co.tz/preparations-for-nanenane-get-final-touches/,Daily News,2026-06-22
2024-07-24,"TMX to start trading cashew nuts, pigeon peas this season",https://dailynews.co.tz/tmx-to-start-trading-cashew-nuts-pigeon-peas-this-season/,Daily News,2026-06-22
2024-07-24,CRDB wins award for small biz support,https://dailynews.co.tz/crdb-wins-award-for-small-biz-support/,Daily News,2026-06-22
2024-07-24,Shilling depreciates by 5pc in six months,https://dailynews.co.tz/shilling-depreciates-by-5pc-in-six-months/,Daily News,2026-06-22
2024-07-24,Tripartite trade area comes into force tomorrow,https://dailynews.co.tz/tripartite-trade-area-comes-into-force-tomorrow/,Daily News,2026-06-22
2024-07-23,NBC Bank crowned Tanzania’s Best Bank for CSR,https://dailynews.co.tz/nbc-bank-crowned-tanzanias-best-bank-for-csr/,Daily News,2026-06-22
2024-07-23,Key factors for selecting most rewarding stocks,https://dailynews.co.tz/key-factors-for-selecting-most-rewarding-stocks/,Daily News,2026-06-22
2024-07-23,Afriprise upholds similar dividend as profit rises slightly,https://dailynews.co.tz/afriprise-upholds-similar-dividend-as-profit-rises-slightly/,Daily News,2026-06-22
2024-07-23,PS hails sugar firm for tourism initiative,https://dailynews.co.tz/ps-hails-sugar-firm-for-tourism-initiative/,Daily News,2026-06-22
2024-07-23,NMB insurance literacy delights TIRA,https://dailynews.co.tz/nmb-insurance-literacy-delights-tira/,Daily News,2026-06-22
2024-07-23,Govt tracks cross-border counterfeits trade claims,https://dailynews.co.tz/govt-tracks-cross-border-counterfeits-trade-claims/,Daily News,2026-06-22
2024-07-23,VIP lounges at major airports set for facelift,https://dailynews.co.tz/vip-lounges-at-major-airports-set-for-facelift/,Daily News,2026-06-22
2024-07-23,Jafo vows to drive industrial development,https://dailynews.co.tz/jafo-vows-to-drive-industrial-development/,Daily News,2026-06-22
2024-07-23,BoT clarifies on 1.7tri/- advance to government,https://dailynews.co.tz/bot-clarifies-on-1-7tri-advance-to-government/,Daily News,2026-06-22
2024-07-22,How Barrick-Twiga initiative transforms education sector in Tanzania,https://dailynews.co.tz/how-barrick-twiga-initiative-transforms-education-sector-in-tanzania/,Daily News,2026-06-22
2024-07-22,Phoenix Condos project set to change the image of houses in Dar,https://dailynews.co.tz/phoenix-condos-project-set-to-change-the-image-of-houses-in-dar/,Daily News,2026-06-22
2024-07-22,Bolt launches bolt rewards in Tanzania,https://dailynews.co.tz/bolt-launches-bolt-rewards-in-tanzania/,Daily News,2026-06-22
2024-07-22,Deputy Transport Minister urges NIT to develop more experts for major projects,https://dailynews.co.tz/deputy-transport-minister-urges-nit-to-develop-more-experts-for-major-projects/,Daily News,2026-06-22
2024-07-22,Saudia Group to acquire up to 100 eVTOL jets,https://dailynews.co.tz/saudia-group-to-acquire-up-to-100-evtol-jets-from-lilium/,Daily News,2026-06-22
2024-07-22,GBT eyes 200bn/- from sports betting,https://dailynews.co.tz/gbt-eyes-200bn-from-sports-betting/,Daily News,2026-06-22
2024-07-22,CRDB boosts KMKM Hospital with medical supplies,https://dailynews.co.tz/crdb-boosts-kmkm-hospital-with-medical-supplies/,Daily News,2026-06-22
2024-07-22,Biotech firm produces only 17pc of capacity,https://dailynews.co.tz/biotech-firm-produces-only-17pc-of-capacity/,Daily News,2026-06-22
2024-07-22,NMB bags five global awards,https://dailynews.co.tz/nmb-bags-five-global-awards/,Daily News,2026-06-22
2024-07-22,Mobile money surge fuels digital economy,https://dailynews.co.tz/mobile-money-surge-fuels-digital-economy/,Daily News,2026-06-22
2024-07-19,Automark Expedition organised in Dar,https://dailynews.co.tz/automark-expedition-organised-in-dar/,Daily News,2026-06-22
2024-07-19,Govt instructs freight forwarders to fight counterfeits,https://dailynews.co.tz/govt-instructs-freight-forwarders-to-fight-counterfeits/,Daily News,2026-06-22
2024-07-19,‘2024/25 Monetary Policy stance relatively tight’,https://dailynews.co.tz/2024-25-monetary-policy-stance-relatively-tight/,Daily News,2026-06-22
2024-07-19,Dar-Dodoma SGR train begins next week,https://dailynews.co.tz/dar-dodoma-sgr-train-begins-next-week/,Daily News,2026-06-22
2024-07-19,Chinese investors invited in blue economy,https://dailynews.co.tz/chinese-investors-invited-in-blue-economy/,Daily News,2026-06-22
2024-07-19,More relief to farmers as maize seed subsidies announced,https://dailynews.co.tz/more-relief-to-farmers-as-maize-seed-subsidies-announced/,Daily News,2026-06-22
2024-07-19,President Samia urges tax compliance,https://dailynews.co.tz/president-samia-urges-tax-compliance/,Daily News,2026-06-22
2024-07-18,Dr Jesca Nkwabi: Tanzanian scoops Young African Business Leader award,https://dailynews.co.tz/dr-jesca-nkwabi-tanzanian-scoops-young-african-business-leader-award/,Daily News,2026-06-22
2024-07-18,Samia wants ‘more revenues’ as State works on traders’ challenges,https://dailynews.co.tz/samia-wants-more-revenues-as-state-works-on-traders-challenges/,Daily News,2026-06-22
2024-07-18,FCC: 3.5pc of goods in market are counterfeit,https://dailynews.co.tz/fcc-3-5pc-of-goods-in-market-are-counterfeit/,Daily News,2026-06-22
2024-07-18,Zanzibar registers current account surplus,https://dailynews.co.tz/zanzibar-registers-current-account-surplus/,Daily News,2026-06-22
2024-07-18,Electric train poses little threat to air travel,https://dailynews.co.tz/electric-train-poses-little-threat-to-air-travel/,Daily News,2026-06-22
2024-07-18,‘More policy reviews to spur financial inclusion’,https://dailynews.co.tz/more-policy-reviews-to-spur-financial-inclusion/,Daily News,2026-06-22
2024-07-17,Cotton Victoria Project boosts Cotton cultivation,https://dailynews.co.tz/cotton-victoria-project-boosts-sisal-cultivation/,Daily News,2026-06-22
2024-07-17,"Roundtable to spark collaboration, innovation in agriculture",https://dailynews.co.tz/roundtable-to-spark-collaboration-innovation-in-agriculture/,Daily News,2026-06-22
2024-07-17,"Tanzania, Oman sign deal to review BASA",https://dailynews.co.tz/tanzania-oman-sign-deal-to-review-basa/,Daily News,2026-06-22
2024-07-17,DITF records 3.6bn/- total sales in fair,https://dailynews.co.tz/ditf-records-3-6bn-total-sales-in-fair/,Daily News,2026-06-22
2024-07-16,Samia launches 107.14 km Sumbawanga-Matai Kasanga Port Road,https://dailynews.co.tz/samia-launches-107-14-km-sumbawanga-matai-kasanga-port-road/,Daily News,2026-06-22
2024-07-16,FBME Bank to pay creditors after release of withheld funds,https://dailynews.co.tz/fbme-bank-to-pay-creditors-after-release-of-withheld-funds/,Daily News,2026-06-22
2024-07-16,"Pulse, gold to boost forex reserves",https://dailynews.co.tz/pulse-gold-to-boost-forex-reserves/,Daily News,2026-06-22
2024-07-16,UDART to get NMB lifeline,https://dailynews.co.tz/udart-to-get-nmb-lifeline/,Daily News,2026-06-22
2024-07-16,"Imports decline, narrow current account deficit",https://dailynews.co.tz/imports-decline-narrow-current-account-deficit/,Daily News,2026-06-22
2024-07-16,TTCL becomes runner-up at DITF,https://dailynews.co.tz/ttcl-becomes-runner-up-at-ditf/,Daily News,2026-06-22
2024-07-16,Giant leap as investment projects double,https://dailynews.co.tz/giant-leap-as-investment-projects-double/,Daily News,2026-06-22
2024-07-16,Iconic MV Liemba begins major repairs,https://dailynews.co.tz/iconic-mv-liemba-begins-major-repairs/,Daily News,2026-06-22
2024-07-16,Sigh of relief for farmers as maize price increased,https://dailynews.co.tz/sigh-of-relief-for-farmers-as-maize-price-increased/,Daily News,2026-06-22
2024-07-15,How government tamed inflation,https://dailynews.co.tz/__trashed-3/,Daily News,2026-06-22
2024-07-15,TIOB addresses youth unemployment,https://dailynews.co.tz/tiob-addresses-youth-unemployment/,Daily News,2026-06-22
2024-07-14,TRA tasked to research  for taxable income,https://dailynews.co.tz/tra-tasked-to-research-for-taxable-income/,Daily News,2026-06-22
2024-07-14,VP asks citizens to give inputs for vision 2050,https://dailynews.co.tz/vp-asks-citizens-to-give-inputs-for-vision-2050/,Daily News,2026-06-22
2024-07-14,"‘Scrap nuisance levies,  bureaucracies to boost trade",https://dailynews.co.tz/scrap-nuisance-levies-bureaucracies-to-boost-trade/,Daily News,2026-06-22
2024-07-13,WB new framework to consolidate Tanzania status,https://dailynews.co.tz/wb-new-framework-to-consolidate-tanzania-status/,Daily News,2026-06-22
2024-07-13,"Samia lands in Katavi, key infrastructure project set for launch",https://dailynews.co.tz/samia-lands-in-katavi-key-infrastructure-project-set-for-launch/,Daily News,2026-06-22
2024-07-12,President Samia Inspects Mpanda Airport Project,https://dailynews.co.tz/president-samia-inspects-mpanda-airport-project/,Daily News,2026-06-22
2024-07-12,Premier Sukuk bond hits subscriptions,https://dailynews.co.tz/premier-sukuk-bond-hits-subscriptions/,Daily News,2026-06-22
2024-07-12,MPC: Ongoing policy will address dollarisation,https://dailynews.co.tz/mpc-ongoing-policy-will-address-dollarisation/,Daily News,2026-06-22
2024-07-12,"Mwinyi urges action on tourism, fisheries threats",https://dailynews.co.tz/mwinyi-urges-action-on-tourism-fisheries-threats/,Daily News,2026-06-22
2024-07-12,TZ conglomerate launches record bid to acquire Kenyan cement firm,https://dailynews.co.tz/tz-conglomerate-launches-record-bid-to-acquire-kenyan-cement-firm/,Daily News,2026-06-22
2024-07-12,"Huawei,Vodacom empower Tanzania startups with transformative learning tour",https://dailynews.co.tz/huaweivodacom-empower-tanzania-startups-with-transformative-learning-tour/,Daily News,2026-06-22
2024-07-11,"Mali seeks for nuclear energy infrastructure, personnel development",https://dailynews.co.tz/mali-seeks-for-nuclear-energy-infrastructure-personnel-development/,Daily News,2026-06-22
2024-07-11,Optimism high as Tanzania injects 286bn/- to construct Kilwa fishing port,https://dailynews.co.tz/optimism-high-as-tanzania-injects-286bn-to-construct-kilwa-fishing-port/,Daily News,2026-06-22
2024-07-11,NMB pledges to support women entrepreneurs,https://dailynews.co.tz/nmb-pledges-to-support-women-entrepreneurs/,Daily News,2026-06-22
2024-07-11,"Intracom exports 53,000 tonnes of fertiliser to Kenya",https://dailynews.co.tz/intracom-exports-53000-tonnes-of-fertiliser-to-kenya/,Daily News,2026-06-22
2024-07-10,Sanlam introduces investment scheme,https://dailynews.co.tz/sanlam-introduces-investment-scheme/,Daily News,2026-06-22
2024-07-10,Govt asks stakeholders to up education on sustainable fishing,https://dailynews.co.tz/govt-asks-stakeholders-to-up-education-on-sustainable-fishing/,Daily News,2026-06-22
2024-07-10,PM directs Iringa Airport to reopen on August 1st,https://dailynews.co.tz/pm-directs-iringa-airport-to-reopen-on-august-1st/,Daily News,2026-06-22
2024-07-10,Sesame farmers pocket 72bn/- in three weeks,https://dailynews.co.tz/sesame-farmers-pocket-72bn-in-three-weeks/,Daily News,2026-06-22
2024-07-09,Learning from 48th DITF: SMEs must become resilient to ensure a sustainable future,https://dailynews.co.tz/learning-from-48th-ditf-smes-must-become-resilient-to-ensure-a-sustainable-future/,Daily News,2026-06-22
2024-07-09,Bonds reopening to spur debt market,https://dailynews.co.tz/bonds-reopening-to-spur-debt-market/,Daily News,2026-06-22
2024-07-09,Zambia maize deal: A good move that is less futuristic,https://dailynews.co.tz/zambia-maize-deal-a-good-move-that-is-less-futuristic/,Daily News,2026-06-22
2024-07-09,Financial analysts back IMF proposal to improve CBR,https://dailynews.co.tz/financial-analysts-back-imf-proposal-to-improve-cbr/,Daily News,2026-06-22
2024-07-09,Iringa set to blossom with upcoming REGROW projects,https://dailynews.co.tz/iringa-set-to-blossom-with-upcoming-regrow-projects/,Daily News,2026-06-22
2024-07-09,Kagera eyes spices production for increased income,https://dailynews.co.tz/kagera-eyes-spices-production-for-increased-income/,Daily News,2026-06-22
2024-07-09,NMB’s rural banking services delight BoT,https://dailynews.co.tz/nmbs-rural-banking-services-delight-bot/,Daily News,2026-06-22
2024-07-09,BRELA promotes on-spot business registration at DITF,https://dailynews.co.tz/brela-promotes-on-spot-business-registration-at-ditf/,Daily News,2026-06-22
2024-07-09,Azania profit increases by 50pc in Q2,https://dailynews.co.tz/azania-profit-increases-by-50pc-in-q2/,Daily News,2026-06-22
2024-07-09,UDOM students develop rocket reaching 1000 metres,https://dailynews.co.tz/udom-students-develop-rocket-reaching-1000-metres/,Daily News,2026-06-22
2024-07-08,RC Chalamila calms down angry traders,https://dailynews.co.tz/rc-chalamila-calms-down-angry-traders/,Daily News,2026-06-22
2024-07-08,Egyptian leather manufacturer eyes Tanzanian expansion,https://dailynews.co.tz/egyptian-leather-manufacturer-eyes-tanzanian-expansion/,Daily News,2026-06-22
2024-07-08,NMB enhances Tanzania-Comoro relationship,https://dailynews.co.tz/nmb-enhances-tanzania-comoro-relationship/,Daily News,2026-06-22
2024-07-08,National Co-op Bank waits for BoT license,https://dailynews.co.tz/national-co-op-bank-waits-for-bot-license/,Daily News,2026-06-22
2024-07-07,PBZ releases 7bn/- dividend to Z’bar govt,https://dailynews.co.tz/pbz-releases-7bn-dividend-to-zbar-govt/,Daily News,2026-06-22
2024-07-07,Analysts commend Samia on business environment,https://dailynews.co.tz/analysts-commend-samia-on-business-environment/,Daily News,2026-06-22
2024-07-07,"SUPPORTING LOCAL BANKS, SMEs: EIB to offer 1.043tri/",https://dailynews.co.tz/supporting-local-banks-smes-eib-to-offer-1-043tri/,Daily News,2026-06-22
2024-07-06,NHC plan to modernize Kariakoo on top gear,https://dailynews.co.tz/nhc-plan-to-modernize-kariakoo-on-top-gear/,Daily News,2026-06-22
2024-07-06,Learning from success stories in banking community,https://dailynews.co.tz/learning-from-success-stories-in-banking-community/,Daily News,2026-06-22
2024-07-06,"Why govt urges youths, women participation in capital market",https://dailynews.co.tz/why-govt-urges-youths-women-participation-in-capital-market/,Daily News,2026-06-22
2024-07-06,TIC’s one-Stop-Centre set to boost investments,https://dailynews.co.tz/tics-one-stop-centre-set-to-boost-investments/,Daily News,2026-06-22
2024-07-06,‘TZ fully committed to fisheries development’,https://dailynews.co.tz/tz-fully-committed-to-fisheries-development/,Daily News,2026-06-22
2024-07-06,"SBT assures sugar producers, stakeholders maximum protection",https://dailynews.co.tz/sbt-assures-sugar-producers-stakeholders-maximum-protection/,Daily News,2026-06-22
2024-07-06,Make Kariakoo vibrant–Samia,https://dailynews.co.tz/the-bad-side-of-these-acmake-kariakoo-vibrant-samia/,Daily News,2026-06-22
2024-07-06,SDIG promises to maintain its relationship with Tanzania for the benefit of the people,https://dailynews.co.tz/sdig-promises-to-maintain-its-relationship-with-tanzania-for-the-benefit-of-the-people/,Daily News,2026-06-22
2024-07-05,"Speed up agri – technologies innovation, says Deputy Speaker",https://dailynews.co.tz/speed-up-agri-technologies-innovation-says-deputy-speaker/,Daily News,2026-06-22
2024-07-05,‘Payment system infrastructure to reduce cash transactions’,https://dailynews.co.tz/payment-system-infrastructure-to-reduce-cash-transactions/,Daily News,2026-06-22
2024-07-05,Agriculture remains most attractive to lenders,https://dailynews.co.tz/agriculture-remains-most-attractive-to-lenders/,Daily News,2026-06-22
2024-07-05,Kagera hails govt measures to rescue TANICA,https://dailynews.co.tz/kagera-hails-govt-measures-to-rescue-tanica/,Daily News,2026-06-22
2024-07-05,Biteko calls for marine resources protection,https://dailynews.co.tz/biteko-calls-for-marine-resources-protection/,Daily News,2026-06-22
2024-07-05,Revolutionising cashew sector,https://dailynews.co.tz/revolutionising-cashew-sector/,Daily News,2026-06-22
2024-07-05,Why BoT maintains 6pc rate,https://dailynews.co.tz/why-bot-maintains-6pc-rate/,Daily News,2026-06-22
2024-07-04,"Samia praises PBZ’s expansion, Nyusi requests branch",https://dailynews.co.tz/samia-praises-pbzs-expansion-nyusi-requests-branch/,Daily News,2026-06-22
2024-07-04,Current account deficit narrows on high net inflows,https://dailynews.co.tz/current-account-deficit-narrows-on-high-net-inflows/,Daily News,2026-06-22
2024-07-04,"TIRDO unveils leather, textile lab",https://dailynews.co.tz/tirdo-unveils-leather-textile-lab/,Daily News,2026-06-22
